"Gene","GSM6845651","GSM6845652","GSM6845653","GSM6845654"
"Sdc3",1567,1510,1493,1635
"Sdc4",1999,2060,2135,1928
"Sdcbp",801,936,772,1091
"Sdcbp2",17,11,13,13
"Sdccag8",158,139,128,152
"Sde2",238,206,189,255
"Sdf2",214,219,186,226
"Sdf2l1",179,136,130,141
"Sdf4",2008,1863,1665,2270
"Sdha",1532,1600,1478,1671
"Sdhaf1",15,19,7,25
"Sdhaf2",281,272,248,323
"Sdhaf3",111,173,120,171
"Sdhaf4",22,25,26,34
"Sdhb",208,148,114,239
"Sdhc",364,365,369,412
"Sdhd",517,533,474,583
"Sdk1",34,43,36,21
"Sdk2",152,146,134,142
"Sdr39u1",282,261,214,299
"Sdr42e1",48,34,49,47
"Sdr9c7",0,0,1,0
"Sds",7,6,4,4
"Sdsl",14,17,11,14
"Sebox",48,19,46,44
"Sec1",0,3,1,0
"Sec11a",159,126,104,161
"Sec11c",211,222,170,210
"Sec13",188,169,148,236
"Sec14l1",1320,1224,1103,1360
"Sec14l2",248,242,196,207
"Sec14l4",4,0,3,3
"Sec14l5",160,253,176,175
"Sec16a",709,743,688,842
"Sec16b",4,11,3,4
"Sec22a",149,138,128,206
"Sec22b",451,490,495,535
"Sec22c",373,295,270,296
"Sec23a",369,401,294,372
"Sec23b",168,141,122,156
"Sec23ip",264,255,251,326
"Sec24a",239,308,273,306
"Sec24b",391,418,388,526
"Sec24c",916,816,801,929
"Sec24d",41,54,46,34
"Sec31a",303,314,282,347
"Sec31b",5,6,3,0
"Sec61a1",415,394,451,508
"Sec61a2",193,231,247,300
"Sec61b",42,34,36,52
"Sec61g",96,100,70,97
"Sec62",1974,2057,1882,2036
"Sec63",774,687,667,798
"Secisbp2",206,162,179,232
"Secisbp2l",1523,1700,1668,1595
"Seh1l",153,184,182,224
"Sel1l",1643,1543,1461,1664
"Sel1l2",0,0,0,1
"Sel1l3",982,790,785,1239
"Sele",0,0,0,0
"Selenbp1",34,28,38,36
"Selenbp2",1,1,1,1
"Selenof",918,1100,932,1248
"Selenoh",113,107,99,128
"Selenoi",1025,1091,990,1077
"Selenok",284,298,221,337
"Selenom",711,551,488,828
"Selenon",245,201,234,298
"Selenoo",193,152,134,248
"Selenop",782,1068,955,879
"Selenos",377,334,367,446
"Selenot",1469,1644,1647,1799
"Selenov",2,4,2,2
"Selenow",441,442,383,480
"Sell",1,1,0,0
"Selp",0,0,0,0
"Selplg",38,46,38,43
"Sem1",176,144,122,196
"Sema3a",245,232,212,307
"Sema3b",133,106,49,25
"Sema3c",89,102,73,105
"Sema3d",85,142,154,63
"Sema3e",195,221,263,212
"Sema3f",76,78,45,56
"Sema3g",90,73,62,84
"Sema4a",78,99,70,74
"Sema4b",122,114,126,144
"Sema4c",461,269,319,458
"Sema4d",523,451,401,518
"Sema4f",525,388,348,639
"Sema4g",647,629,719,726
"Sema5a",437,433,431,572
"Sema5b",54,55,48,41
"Sema6a",373,427,416,388
"Sema6b",424,386,376,418
"Sema6c",248,229,208,274
"Sema6d",1855,1676,1712,1956
"Sema7a",1755,1370,1292,1798
"Senp1",301,236,230,317
"Senp2",543,517,496,592
"Senp3",573,541,516,686
"Senp5",1009,969,936,1024
"Senp6",677,693,689,827
"Senp7",336,310,303,443
"Senp8",69,75,58,94
"Sephs1",339,291,303,407
"Sephs2",315,325,311,383
"Sepsecs",234,247,263,306
"Serac1",209,177,159,232
"Serbp1",3096,3315,3406,3779
"Serf1",11,15,10,21
"Serf2",320,289,277,328
"Sergef",302,268,204,357
"Serhl",12,18,10,14
"Serinc1",4058,4824,4428,5586
"Serinc2",80,55,58,107
"Serinc3",934,1017,984,1080
"Serinc4",0,1,0,1
"Serinc5",575,678,603,590
"Serp1",494,547,534,560
"Serp2",185,182,170,223
"Serpina10",9,4,5,8
"Serpina12",0,1,0,0
"Serpina1a",0,0,2,0
"Serpina1b",1,0,0,3
"Serpina1c",0,0,0,0
"Serpina1d",1,3,2,1
"Serpina1e",0,0,1,0
"Serpina1f",0,0,0,0
"Serpina3c",2,0,0,1
"Serpina3f",0,0,0,0
"Serpina3g",2,4,1,1
"Serpina3i",0,0,0,0
"Serpina3k",0,0,0,4
"Serpina3m",0,0,0,1
"Serpina3n",16,13,15,12
"Serpina6",0,0,1,1
"Serpina9",9,14,8,4
"Serpinb11",0,0,0,0
"Serpinb1a",92,126,83,101
"Serpinb1b",40,40,17,41
"Serpinb1c",3,0,2,0
"Serpinb2",0,1,0,4
"Serpinb5",1,0,0,0
"Serpinb6a",150,165,141,163
"Serpinb6b",22,18,16,12
"Serpinb6c",5,5,2,1
"Serpinb6e",0,0,0,0
"Serpinb8",11,13,17,23
"Serpinb9",55,59,52,45
"Serpinb9c",0,0,0,1
"Serpinc1",14,8,5,14
"Serpind1",91,106,103,70
"Serpine1",7,4,2,2
"Serpine2",580,741,524,424
"Serpine3",2,2,2,3
"Serpinf1",33,31,33,35
"Serpinf2",1,0,1,4
"Serping1",85,99,78,100
"Serpinh1",428,380,340,289
"Serpini1",996,1224,1191,1331
"Serpini2",0,0,0,2
"Sertad1",38,33,22,47
"Sertad2",267,246,220,323
"Sertad3",28,35,25,44
"Sertad4",190,161,104,144
"Sertm1",42,57,27,17
"Sesn1",524,539,511,663
"Sesn2",163,132,208,143
"Sesn3",1998,2337,2121,1985
"Sestd1",1070,1073,1153,1507
"Set",839,835,759,816
"Setbp1",1874,1503,1554,2114
"Setd1a",219,161,144,234
"Setd1b",726,602,568,694
"Setd2",1843,1699,1578,2290
"Setd3",773,814,748,812
"Setd4",55,60,53,56
"Setd5",1335,1372,1307,1606
"Setd6",112,101,91,126
"Setd7",4279,3873,3827,4379
"Setdb1",433,467,395,542
"Setdb2",38,39,45,54
"Setmar",52,43,30,70
"Setx",1722,1761,1739,1976
"Sez6",460,375,407,492
"Sez6l",1220,947,908,1353
"Sez6l2",1348,1252,1095,1496
"Sf1",1299,1142,1143,1441
"Sf3a1",548,496,441,630
"Sf3a2",147,109,104,140
"Sf3a3",117,107,83,140
"Sf3b1",2114,2283,2179,2992
"Sf3b2",1470,1361,1325,1543
"Sf3b3",436,396,346,486
"Sf3b4",152,113,124,166
"Sf3b5",152,172,134,190
"Sf3b6",328,379,304,403
"Sfi1",93,78,92,112
"Sfmbt1",591,480,476,567
"Sfmbt2",49,45,45,40
"Sfn",22,13,19,24
"Sfpq",2015,2185,2191,2639
"Sfr1",578,638,530,619
"Sfrp1",108,128,66,43
"Sfrp2",17,18,6,13
"Sfrp4",29,16,24,17
"Sfrp5",28,26,12,9
"Sfswap",703,638,689,960
"Sft2d1",72,85,67,98
"Sft2d2",363,458,425,332
"Sft2d3",131,113,125,148
"Sftpb",10,3,4,7
"Sftpc",0,2,0,4
"Sfxn1",200,239,281,309
"Sfxn2",121,110,108,140
"Sfxn3",323,269,268,387
"Sfxn4",84,66,69,132
"Sfxn5",2640,3063,3355,2784
"Sgca",2,1,2,2
"Sgcb",457,485,518,503
"Sgcd",23,44,34,26
"Sgce",128,135,126,151
"Sgcg",4,7,3,10
"Sgcz",11,38,17,16
"Sgf29",86,67,57,86
"Sgip1",956,978,933,1059
"Sgk1",538,826,644,626
"Sgk2",3,17,9,6
"Sgk3",77,101,86,106
"Sgms1",386,417,363,455
"Sgms2",140,103,102,100
"Sgo1",20,12,9,14
"Sgo2a",5,8,6,8
"Sgo2b",0,1,0,5
"Sgpl1",304,242,277,329
"Sgpp1",453,537,525,562
"Sgpp2",739,605,583,814
"Sgsh",80,69,69,85
"Sgsm1",767,638,548,901
"Sgsm2",277,283,190,235
"Sgsm3",238,227,213,260
"Sgta",729,521,501,660
"Sgtb",632,743,732,737
"Sh2b1",625,497,472,605
"Sh2b2",32,30,29,29
"Sh2b3",390,299,267,433
"Sh2d1a",10,12,8,22
"Sh2d1b1",1,1,1,1
"Sh2d1b2",1,1,0,2
"Sh2d2a",4,4,3,5
"Sh2d3c",132,90,72,141
"Sh2d4a",1,1,2,3
"Sh2d4b",11,19,8,18
"Sh2d5",203,189,165,221
"Sh2d6",2,1,0,1
"Sh2d7",0,6,4,8
"Sh3bgr",27,34,13,30
"Sh3bgrl",392,545,524,427
"Sh3bgrl2",438,485,363,391
"Sh3bgrl3",104,94,79,106
"Sh3bp1",9,10,7,4
"Sh3bp2",22,20,9,10
"Sh3bp4",117,120,125,113
"Sh3bp5",730,674,655,765
"Sh3bp5l",509,458,382,525
"Sh3d19",270,223,183,238
"Sh3d21",12,20,16,15
"Sh3gl1",368,282,293,395
"Sh3gl2",1768,1756,1719,2386
"Sh3gl3",25,41,22,24
"Sh3glb1",671,894,876,889
"Sh3glb2",805,766,626,956
"Sh3kbp1",139,165,161,124
"Sh3pxd2a",856,714,718,644
"Sh3pxd2b",217,244,224,195
"Sh3rf1",123,115,121,83
"Sh3rf2",3,5,3,1
"Sh3rf3",29,42,43,24
"Sh3tc1",2,9,5,9
"Sh3tc2",27,22,21,12
"Sh3yl1",48,51,49,44
"Shank1",3815,3642,4172,3489
"Shank2",2495,2555,3251,2351
"Shank3",1611,1310,1414,1765
"Sharpin",226,235,239,304
"Shb",18,24,19,22
"Shbg",0,1,0,0
"Shc1",100,96,91,88
"Shc2",238,191,189,203
"Shc3",389,398,318,299
"Shc4",229,224,320,248
"Shcbp1",3,0,5,5
"Shcbp1l",21,25,24,33
"Shd",108,103,110,173
"She",50,63,39,44
"Shf",479,345,310,610
"Shfl",321,301,243,369
"Shh",62,63,51,64
"Shisa2",57,72,45,45
"Shisa3",18,26,21,16
"Shisa4",429,418,372,390
"Shisa5",234,223,190,233
"Shisa6",1557,1271,1540,1570
"Shisa7",110,145,114,115
"Shisa8",244,165,180,272
"Shisa9",378,436,417,387
"Shisal1",147,206,138,120
"Shisal2b",0,0,0,1
"Shkbp1",32,35,29,51
"Shld1",60,50,36,81
"Shld2",173,151,112,184
"Shld3",15,24,27,27
"Shmt1",48,43,49,67
"Shmt2",182,173,223,236
"Shoc1",4,2,2,2
"Shoc2",843,804,651,943
"Shox2",96,154,65,58
"Shpk",24,31,34,32
"Shprh",863,931,936,1212
"Shq1",35,53,46,55
"Shroom1",53,47,68,57
"Shroom2",295,436,315,251
"Shroom3",113,78,78,98
"Shroom4",80,67,59,88
"Shtn1",275,352,305,268
"Siae",141,129,131,137
"Siah1a",236,249,234,314
"Siah1b",40,37,31,43
"Siah2",202,179,173,195
"Siah3",127,99,104,119
"Sidt1",170,168,170,239
"Sidt2",358,339,345,421
"Sigirr",8,4,4,8
"Siglec1",6,13,26,16
"Siglece",3,2,1,0
"Siglecf",2,0,0,3
"Siglecg",0,0,0,0
"Siglech",40,49,46,53
"Sigmar1",194,187,142,188
"Sik1",204,195,145,100
"Sik2",216,243,151,202
"Sik3",736,646,642,881
"Sike1",538,548,522,607
"Sil1",87,84,73,91
"Sim1",0,1,0,0
"Sim2",4,5,3,1
"Simc1",339,294,274,360
"Sin3a",443,415,393,477
"Sin3b",636,584,442,604
"Sinhcaf",7,15,8,8
"Sipa1",72,54,62,62
"Sipa1l1",1249,1131,1011,1286
"Sipa1l2",850,734,719,884
"Sipa1l3",716,604,574,700
"Sirpa",2361,2063,2289,2688
"Sirpb1a",0,0,0,0
"Sirpb1b",0,0,0,1
"Sirpb1c",0,0,0,0
"Sirt1",297,277,296,375
"Sirt2",514,531,496,540
"Sirt3",140,130,138,159
"Sirt4",120,113,120,184
"Sirt5",80,74,92,115
"Sirt6",98,88,71,138
"Sirt7",191,187,182,277
"Sit1",0,1,1,0
"Siva1",68,37,49,62
"Six1",12,10,13,5
"Six2",2,6,3,2
"Six3",29,58,7,19
"Six4",34,64,53,50
"Six5",11,19,16,17
"Ska2",126,121,129,122
"Ska3",21,30,18,24
"Skap1",0,0,1,0
"Skap2",72,87,83,63
"Ski",2027,1756,1925,2721
"Skida1",186,182,188,202
"Skil",754,825,823,874
"Skint3",0,0,0,0
"Skint5",0,1,0,0
"Skiv2l",600,581,563,660
"Skor1",90,119,140,113
"Skor2",96,75,80,98
"Skp1a",548,718,658,739
"Skp2",148,136,114,168
"Sla",344,378,431,325
"Sla2",13,17,12,17
"Slain1",206,312,252,272
"Slain2",367,404,354,457
"Slamf1",0,0,0,1
"Slamf6",1,2,1,1
"Slamf7",0,1,0,0
"Slamf8",1,0,2,1
"Slamf9",5,2,3,0
"Slbp",161,141,117,168
"Slc10a1",49,49,48,53
"Slc10a3",21,20,19,19
"Slc10a4",19,28,4,0
"Slc10a5",4,2,3,8
"Slc10a6",0,0,1,0
"Slc10a7",82,112,98,124
"Slc11a1",12,11,8,11
"Slc11a2",249,213,255,303
"Slc12a1",0,1,2,0
"Slc12a2",1485,1933,1625,1716
"Slc12a3",5,5,2,4
"Slc12a4",293,256,276,231
"Slc12a5",3275,2858,2780,3243
"Slc12a6",848,851,836,1065
"Slc12a7",47,48,67,31
"Slc12a8",30,26,25,24
"Slc12a9",196,179,165,229
"Slc13a1",24,18,19,38
"Slc13a3",212,343,329,177
"Slc13a4",197,294,230,98
"Slc13a5",46,48,40,40
"Slc14a1",256,273,321,286
"Slc14a2",2,8,9,4
"Slc15a1",1,1,0,0
"Slc15a2",67,292,106,272
"Slc15a3",33,36,22,31
"Slc15a4",162,166,156,205
"Slc15a5",0,0,0,0
"Slc16a1",540,597,532,493
"Slc16a10",89,65,58,95
"Slc16a11",421,362,413,505
"Slc16a12",35,56,53,31
"Slc16a13",197,167,135,226
"Slc16a14",64,59,50,73
"Slc16a2",161,169,92,107
"Slc16a3",22,11,17,22
"Slc16a4",97,97,93,136
"Slc16a5",25,18,23,51
"Slc16a6",151,146,113,124
"Slc16a7",358,380,357,590
"Slc16a8",23,12,6,12
"Slc16a9",67,56,79,45
"Slc17a2",0,0,0,0
"Slc17a3",0,1,1,1
"Slc17a5",84,72,48,86
"Slc17a6",579,1015,415,368
"Slc17a7",2199,1479,1477,2603
"Slc17a8",3,8,1,0
"Slc17a9",1,2,2,5
"Slc18a1",16,5,15,10
"Slc18a2",130,191,91,100
"Slc18a3",2,13,3,0
"Slc18b1",59,100,76,109
"Slc19a1",101,114,126,136
"Slc19a2",98,165,112,128
"Slc19a3",12,12,13,22
"Slc1a1",240,290,182,232
"Slc1a2",16535,21020,20058,16298
"Slc1a3",5868,6142,7788,7165
"Slc1a4",287,339,346,298
"Slc1a5",19,17,13,7
"Slc1a6",831,543,613,782
"Slc1a7",2,0,0,0
"Slc20a1",1493,1490,1430,1815
"Slc20a2",1072,1078,1270,1225
"Slc22a1",1,1,0,2
"Slc22a12",32,21,10,26
"Slc22a14",0,1,0,0
"Slc22a15",288,241,278,292
"Slc22a17",1867,1793,1412,1685
"Slc22a18",1,3,1,2
"Slc22a2",1,0,1,0
"Slc22a20",0,1,0,0
"Slc22a21",9,15,10,9
"Slc22a23",464,516,518,488
"Slc22a26",0,0,0,0
"Slc22a29",0,2,0,0
"Slc22a3",4,3,1,3
"Slc22a30",0,0,0,1
"Slc22a4",318,245,265,385
"Slc22a5",123,99,105,129
"Slc22a6",79,140,160,83
"Slc22a7",4,6,3,2
"Slc22a8",74,109,94,56
"Slc23a1",29,24,24,29
"Slc23a2",1459,1393,1365,1514
"Slc23a3",3,1,0,0
"Slc23a4",2,1,3,3
"Slc24a1",12,9,9,12
"Slc24a2",5166,6387,6708,5394
"Slc24a3",829,1012,1124,761
"Slc24a4",24,54,48,27
"Slc24a5",86,75,81,116
"Slc25a1",169,168,163,130
"Slc25a10",54,64,58,78
"Slc25a11",461,527,467,622
"Slc25a12",590,587,602,729
"Slc25a13",24,33,26,17
"Slc25a14",81,83,60,89
"Slc25a15",131,120,132,146
"Slc25a16",142,163,138,177
"Slc25a17",196,187,166,245
"Slc25a18",216,259,232,275
"Slc25a19",250,251,241,289
"Slc25a2",10,9,9,29
"Slc25a20",96,71,80,96
"Slc25a21",10,7,4,7
"Slc25a22",661,580,542,773
"Slc25a23",1036,938,971,1268
"Slc25a24",12,21,16,10
"Slc25a25",828,743,691,785
"Slc25a26",74,70,62,109
"Slc25a27",439,415,371,471
"Slc25a28",317,284,258,398
"Slc25a29",166,156,147,180
"Slc25a3",935,969,1016,1186
"Slc25a30",82,87,84,116
"Slc25a31",0,2,3,0
"Slc25a32",286,276,268,305
"Slc25a33",111,137,134,165
"Slc25a34",82,69,72,111
"Slc25a35",57,40,44,66
"Slc25a36",551,736,661,784
"Slc25a37",201,174,190,232
"Slc25a38",81,78,101,109
"Slc25a39",248,236,196,270
"Slc25a4",2857,2851,2499,3059
"Slc25a40",108,110,129,143
"Slc25a41",2,1,3,1
"Slc25a42",197,151,175,227
"Slc25a43",1,5,0,3
"Slc25a44",724,620,567,745
"Slc25a45",32,42,17,23
"Slc25a46",673,856,854,908
"Slc25a47",84,56,76,77
"Slc25a48",2,1,1,3
"Slc25a5",1028,1053,1009,1161
"Slc25a51",1013,984,909,980
"Slc25a53",126,143,125,145
"Slc25a54",0,0,0,0
"Slc26a1",142,104,117,172
"Slc26a10",34,26,16,39
"Slc26a11",48,40,51,39
"Slc26a2",357,369,507,316
"Slc26a3",1,0,6,2
"Slc26a4",0,0,0,1
"Slc26a5",0,0,0,0
"Slc26a6",62,64,64,56
"Slc26a7",40,42,67,19
"Slc26a8",19,16,20,15
"Slc26a9",1,0,1,0
"Slc27a1",771,807,852,820
"Slc27a2",16,24,17,31
"Slc27a3",26,22,19,18
"Slc27a4",607,540,495,538
"Slc27a5",11,6,6,13
"Slc27a6",1,0,1,2
"Slc28a1",1,1,0,0
"Slc28a2",1,0,0,0
"Slc28a3",5,6,2,3
"Slc29a1",221,159,160,238
"Slc29a2",78,81,66,92
"Slc29a3",151,147,149,145
"Slc29a4",102,85,61,129
"Slc2a1",352,405,361,523
"Slc2a10",16,22,35,39
"Slc2a12",73,98,45,45
"Slc2a13",624,521,738,956
"Slc2a2",4,4,5,8
"Slc2a3",997,919,951,1116
"Slc2a4",36,47,39,31
"Slc2a5",8,8,3,6
"Slc2a6",166,113,107,227
"Slc2a8",86,72,72,117
"Slc2a9",18,19,23,23
"Slc30a1",691,625,629,625
"Slc30a10",94,153,118,87
"Slc30a2",4,12,7,8
"Slc30a3",18,21,6,5
"Slc30a4",567,682,761,840
"Slc30a5",353,321,346,392
"Slc30a6",69,53,47,85
"Slc30a7",292,311,275,334
"Slc30a9",768,919,852,986
"Slc31a1",290,297,215,254
"Slc31a2",109,106,98,121
"Slc32a1",1480,1514,1498,1331
"Slc33a1",121,196,135,169
"Slc34a1",0,0,0,0
"Slc34a2",0,1,1,0
"Slc34a3",2,1,0,3
"Slc35a1",108,89,92,129
"Slc35a2",193,179,140,179
"Slc35a3",243,277,308,354
"Slc35a4",197,208,195,219
"Slc35a5",360,405,406,510
"Slc35b1",69,87,81,121
"Slc35b2",245,203,198,291
"Slc35b3",76,76,77,112
"Slc35b4",388,364,345,410
"Slc35c1",133,92,98,155
"Slc35c2",233,213,199,285
"Slc35d1",222,241,236,219
"Slc35d2",8,7,4,6
"Slc35d3",20,31,10,6
"Slc35e1",550,533,497,554
"Slc35e2",798,811,764,883
"Slc35e3",313,303,310,324
"Slc35e4",212,202,192,207
"Slc35f1",352,392,389,409
"Slc35f2",32,24,21,21
"Slc35f3",459,364,368,454
"Slc35f4",24,32,21,20
"Slc35f5",73,75,87,105
"Slc35f6",208,226,208,265
"Slc35g1",60,51,79,56
"Slc35g2",291,360,353,320
"Slc35g3",4,6,8,6
"Slc36a1",495,452,430,507
"Slc36a2",3,2,4,2
"Slc36a4",610,701,546,668
"Slc37a1",16,15,8,20
"Slc37a2",49,33,22,23
"Slc37a3",267,320,298,346
"Slc37a4",95,86,57,119
"Slc38a1",4883,5141,5672,5304
"Slc38a10",722,622,576,696
"Slc38a11",7,4,1,8
"Slc38a2",1948,2259,2213,2310
"Slc38a3",361,394,330,407
"Slc38a4",1,8,4,8
"Slc38a5",10,4,2,3
"Slc38a6",70,55,73,52
"Slc38a7",135,112,112,130
"Slc38a8",0,1,2,1
"Slc38a9",489,494,412,502
"Slc39a1",341,312,319,335
"Slc39a10",706,790,749,910
"Slc39a11",68,69,74,60
"Slc39a12",106,167,125,142
"Slc39a13",248,198,201,267
"Slc39a14",376,354,353,329
"Slc39a2",80,100,68,145
"Slc39a3",505,410,418,510
"Slc39a4",13,6,5,3
"Slc39a5",7,9,8,11
"Slc39a6",227,311,276,300
"Slc39a7",349,298,278,285
"Slc39a8",44,42,36,38
"Slc39a9",521,563,468,557
"Slc3a1",7,7,4,2
"Slc3a2",737,690,737,823
"Slc40a1",59,42,60,46
"Slc41a1",776,869,836,788
"Slc41a2",194,190,182,226
"Slc41a3",213,160,160,169
"Slc43a1",2,2,0,2
"Slc43a2",1424,1014,1031,1389
"Slc43a3",4,6,7,7
"Slc44a1",522,622,568,676
"Slc44a2",357,355,311,400
"Slc44a3",4,6,3,4
"Slc44a4",0,0,0,1
"Slc44a5",28,51,42,49
"Slc45a1",149,137,110,176
"Slc45a2",2,1,1,2
"Slc45a3",14,16,12,12
"Slc45a4",485,493,482,460
"Slc46a1",238,164,157,223
"Slc46a2",6,3,2,5
"Slc46a3",87,77,57,121
"Slc47a1",78,123,200,34
"Slc47a2",0,3,2,2
"Slc48a1",665,647,525,665
"Slc49a4",358,381,348,371
"Slc4a1",13,10,11,21
"Slc4a10",944,1136,1179,1232
"Slc4a11",9,8,6,10
"Slc4a1ap",161,177,170,243
"Slc4a2",589,477,424,427
"Slc4a3",1014,931,857,1114
"Slc4a4",3511,4112,4464,4310
"Slc4a5",49,40,1,8
"Slc4a7",202,225,276,310
"Slc4a8",876,901,843,867
"Slc4a9",0,3,1,10
"Slc50a1",169,174,125,207
"Slc51a",6,7,17,11
"Slc52a2",147,129,122,147
"Slc52a3",16,12,20,25
"Slc5a1",100,80,86,100
"Slc5a10",0,1,1,0
"Slc5a11",1,4,1,1
"Slc5a12",4,6,7,0
"Slc5a2",3,4,6,9
"Slc5a3",1356,1592,1262,1185
"Slc5a4b",1,3,2,8
"Slc5a5",23,36,28,16
"Slc5a6",211,214,198,190
"Slc5a7",21,46,9,1
"Slc5a8",0,2,1,0
"Slc6a1",2645,3274,3641,3111
"Slc6a11",1000,1372,557,458
"Slc6a12",22,20,28,18
"Slc6a13",92,156,136,56
"Slc6a15",528,559,561,713
"Slc6a16",0,3,1,0
"Slc6a17",3733,3160,3335,3816
"Slc6a19",3,4,11,2
"Slc6a2",250,132,19,1
"Slc6a20a",91,163,160,69
"Slc6a20b",36,56,30,37
"Slc6a21",0,0,1,0
"Slc6a4",0,23,0,0
"Slc6a5",322,304,255,302
"Slc6a6",1006,784,838,1006
"Slc6a7",155,189,119,84
"Slc6a8",774,708,756,878
"Slc6a9",381,418,420,485
"Slc7a1",493,440,475,412
"Slc7a10",186,198,185,201
"Slc7a11",633,985,1034,488
"Slc7a14",1397,1435,1200,1445
"Slc7a15",2,5,4,1
"Slc7a2",383,524,527,408
"Slc7a3",80,87,140,102
"Slc7a4",165,158,158,192
"Slc7a5",466,397,530,556
"Slc7a6",210,185,158,230
"Slc7a6os",231,190,230,290
"Slc7a7",42,33,35,43
"Slc7a8",301,250,197,316
"Slc7a9",1,0,1,0
"Slc8a1",4332,4076,3455,4382
"Slc8a2",1316,815,811,1466
"Slc8a3",1079,982,860,980
"Slc8b1",95,62,50,69
"Slc9a1",336,255,284,344
"Slc9a2",47,95,93,34
"Slc9a3",169,131,155,170
"Slc9a3r1",368,311,316,378
"Slc9a3r2",517,359,307,496
"Slc9a4",0,1,0,0
"Slc9a5",242,215,197,357
"Slc9a6",987,1079,1026,1159
"Slc9a7",371,314,270,386
"Slc9a8",269,223,246,355
"Slc9a9",76,91,104,113
"Slc9b1",16,15,15,22
"Slc9b2",5,17,10,9
"Slc9c1",0,0,0,0
"Slco1a4",182,170,162,207
"Slco1a5",0,5,2,0
"Slco1b2",4,0,0,2
"Slco1c1",106,89,41,98
"Slco2a1",78,56,62,109
"Slco2b1",66,78,66,72
"Slco3a1",436,443,427,482
"Slco4a1",153,128,181,206
"Slco4c1",12,13,3,9
"Slco5a1",63,68,65,46
"Slco6c1",2,3,0,2
"Slf1",181,223,211,266
"Slf2",924,843,815,1104
"Slfn1",1,0,0,0
"Slfn14",2,1,1,1
"Slfn2",15,12,12,14
"Slfn3",9,8,9,10
"Slfn4",1,0,1,0
"Slfn5",95,104,109,109
"Slfn8",13,20,9,12
"Slfn9",8,6,6,9
"Slfnl1",7,7,8,12
"Slirp",0,4,0,1
"Slit1",49,61,22,17
"Slit2",144,174,108,48
"Slit3",59,47,51,70
"Slitrk1",1123,999,918,1315
"Slitrk2",543,609,637,744
"Slitrk3",335,355,301,314
"Slitrk4",754,901,729,1182
"Slitrk5",320,330,273,346
"Slitrk6",23,39,17,16
"Slk",1665,1478,1410,1795
"Slmap",638,692,657,758
"Sln",1,2,3,6
"Slpi",3,3,1,2
"Sltm",759,764,753,935
"Slu7",495,449,386,565
"Slurp1",80,37,39,55
"Slurp2",1,1,0,1
"Slx1b",138,118,113,194
"Slx4",438,379,364,497
"Slx4ip",65,82,93,96
"Smad1",607,595,514,667
"Smad2",398,433,348,453
"Smad3",710,743,889,736
"Smad4",578,656,608,689
"Smad5",679,807,832,917
"Smad6",31,17,32,19
"Smad7",487,484,473,472
"Smad9",426,440,486,472
"Smagp",6,4,4,2
"Smap1",78,64,93,110
"Smap2",537,493,460,541
"Smarca1",242,254,238,282
"Smarca2",1304,1216,1143,1522
"Smarca4",795,625,580,825
"Smarca5",372,404,404,499
"Smarcad1",265,279,290,393
"Smarcal1",217,233,210,286
"Smarcb1",237,204,188,291
"Smarcc1",282,299,267,309
"Smarcc2",2832,2525,2421,3013
"Smarcd1",385,335,304,396
"Smarcd2",456,357,324,575
"Smarcd3",199,182,164,194
"Smarce1",426,438,385,480
"Smc1a",1286,1038,1054,1404
"Smc1b",9,10,12,11
"Smc2",83,78,95,100
"Smc3",1136,947,862,1186
"Smc4",87,99,93,133
"Smc5",384,361,349,495
"Smc6",509,491,484,692
"Smchd1",338,390,385,454
"Smco1",1,1,0,2
"Smco3",2,1,1,1
"Smco4",3,8,5,6
"Smcr8",936,863,843,1045
"Smdt1",275,222,189,244
"Smg1",4155,4037,3699,5232
"Smg5",539,423,435,627
"Smg6",781,653,548,743
"Smg7",853,832,666,904
"Smg8",236,179,186,210
"Smg9",167,133,131,161
"Smim1",97,103,68,71
"Smim10l1",1782,1788,1961,2060
"Smim10l2a",144,149,104,124
"Smim11",26,29,16,32
"Smim12",253,197,195,229
"Smim13",1507,1778,1741,1784
"Smim14",862,927,951,1134
"Smim15",445,501,492,563
"Smim17",77,129,83,71
"Smim18",37,50,35,41
"Smim19",81,92,98,91
"Smim20",130,139,132,157
"Smim22",8,4,2,1
"Smim24",31,14,18,46
"Smim26",88,77,50,94
"Smim27",19,13,15,23
"Smim3",35,33,36,36
"Smim31",0,1,0,0
"Smim38",14,9,4,8
"Smim4",77,73,61,100
"Smim40",2,3,0,0
"Smim40-ps",0,1,0,2
"Smim41",1,1,2,0
"Smim5",10,10,14,6
"Smim6",11,4,6,14
"Smim7",297,268,303,373
"Smim8",41,39,40,41
"Smim9",0,2,0,0
"Smlr1",1,1,0,0
"Smn1",85,77,72,114
"Smndc1",177,191,153,226
"Smo",140,177,203,111
"Smoc1",85,124,102,55
"Smoc2",15,29,33,15
"Smok2b",0,1,0,0
"Smox",329,356,321,352
"Smpd1",699,696,645,823
"Smpd2",112,111,103,144
"Smpd3",213,180,141,189
"Smpd4",316,246,289,397
"Smpd5",1,2,3,3
"Smpdl3a",109,103,84,103
"Smpdl3b",1,4,8,9
"Smpx",29,30,25,26
"Sms",650,665,587,784
"Smtn",104,77,64,94
"Smtnl1",0,0,1,0
"Smtnl2",12,11,15,11
"Smu1",132,120,86,159
"Smug1",144,127,120,179
