"Gene","GSM6845651","GSM6845652","GSM6845653","GSM6845654"
"Nectin2",61,62,40,50
"Nectin3",385,396,349,434
"Nectin4",228,194,181,211
"Nedd1",29,36,35,52
"Nedd4",3201,3260,3157,3651
"Nedd4l",951,856,880,1215
"Nedd8",306,271,240,372
"Nedd9",129,116,100,77
"Nefh",1894,1734,1173,1331
"Nefl",2293,2706,1958,1889
"Nefm",3246,3197,1986,2014
"Negr1",2487,2565,2479,3166
"Neil1",85,71,64,101
"Neil2",9,11,14,8
"Neil3",0,0,0,0
"Nek1",261,290,301,325
"Nek10",12,10,15,10
"Nek11",3,7,3,2
"Nek2",133,80,88,132
"Nek3",40,29,22,31
"Nek4",164,172,176,218
"Nek5",2,3,4,7
"Nek6",227,198,215,244
"Nek7",474,735,663,481
"Nek8",33,18,29,27
"Nek9",717,661,713,750
"Nelfa",177,169,148,216
"Nelfb",439,352,338,433
"Nelfcd",216,203,192,250
"Nelfe",145,117,74,134
"Nell1",158,125,114,124
"Nell2",492,393,369,569
"Nemf",1108,1045,982,1284
"Nemp1",130,130,98,144
"Nemp2",99,86,84,136
"Nenf",51,40,31,49
"Neo1",724,815,756,828
"Nepro",155,123,117,204
"Nes",220,202,134,151
"Net1",144,105,144,146
"Neto1",64,97,48,35
"Neto2",773,908,882,1292
"Neu1",421,461,356,473
"Neu2",7,4,10,13
"Neu3",63,49,49,54
"Neu4",34,53,48,37
"Neurl1a",827,600,597,975
"Neurl1b",27,33,23,17
"Neurl2",13,18,8,14
"Neurl3",3,10,8,8
"Neurl4",1360,1116,1084,1461
"Neurod1",1726,1486,1537,2623
"Neurod2",1187,745,851,1252
"Neurod4",0,2,1,0
"Neurod6",55,67,60,79
"Neurog1",1,1,0,2
"Neurog2",7,0,9,5
"Nexmif",403,492,370,435
"Nexn",189,146,151,199
"Nf1",1448,1561,1532,1693
"Nf2",512,531,457,501
"Nfam1",20,16,18,12
"Nfasc",3110,2782,2566,2886
"Nfat5",1411,1667,1455,1723
"Nfatc1",42,48,51,53
"Nfatc2",158,134,116,185
"Nfatc2ip",77,73,55,109
"Nfatc3",287,311,326,409
"Nfatc4",10,17,12,7
"Nfe2",5,5,3,3
"Nfe2l1",3745,3636,3305,3249
"Nfe2l2",180,223,231,185
"Nfe2l3",205,194,159,221
"Nfia",2133,2119,2244,2496
"Nfib",3091,2802,3234,3420
"Nfic",1679,1134,1151,1654
"Nfil3",258,246,212,184
"Nfix",3826,2974,3271,4063
"Nfkb1",201,189,168,222
"Nfkb2",46,43,52,57
"Nfkbia",167,101,103,172
"Nfkbib",134,100,96,130
"Nfkbid",16,18,17,21
"Nfkbie",83,87,80,114
"Nfkbil1",117,80,89,97
"Nfkbiz",98,88,84,132
"Nfrkb",341,293,289,410
"Nfs1",122,129,98,140
"Nfu1",60,53,40,64
"Nfx1",705,676,629,881
"Nfxl1",125,169,163,201
"Nfya",208,220,205,221
"Nfyb",202,212,163,271
"Nfyc",134,105,128,196
"Ngb",30,41,17,14
"Ngdn",149,117,88,168
"Ngef",132,153,77,88
"Ngf",2,1,1,5
"Ngfr",60,31,32,23
"Ngly1",181,188,173,239
"Ngp",2,0,1,1
"Ngrn",395,367,365,358
"Nhej1",10,12,6,24
"Nhlh1",1,0,0,0
"Nhlh2",132,135,122,201
"Nhlrc1",141,133,143,109
"Nhlrc2",466,487,465,560
"Nhlrc3",203,174,179,236
"Nhlrc4",16,10,13,16
"Nhp2",69,39,44,61
"Nhs",74,99,61,74
"Nhsl1",651,690,888,711
"Nhsl2",1140,1018,966,1118
"Nicn1",477,423,382,519
"Nid1",140,171,198,111
"Nid2",34,45,32,27
"Nif3l1",144,136,140,217
"Nifk",170,139,120,178
"Nim1k",149,157,124,166
"Nin",233,256,269,221
"Ninj1",44,44,43,41
"Ninj2",1,3,4,2
"Ninl",109,72,79,79
"Nip7",235,213,173,234
"Nipa1",500,607,499,459
"Nipa2",199,154,161,187
"Nipal1",0,0,0,0
"Nipal2",128,139,126,201
"Nipal3",804,723,607,765
"Nipal4",34,52,47,32
"Nipbl",1386,1190,1214,1567
"Nipsnap1",175,171,132,185
"Nipsnap2",346,375,401,514
"Nipsnap3b",21,40,17,33
"Nisch",2621,2414,2255,2664
"Nit1",249,220,200,293
"Nit2",33,41,27,40
"Nkain1",245,230,190,237
"Nkain2",127,187,154,115
"Nkain3",32,43,31,23
"Nkain4",111,109,92,129
"Nkap",143,140,129,160
"Nkapd1",265,268,219,349
"Nkapl",17,19,22,29
"Nkd1",63,80,62,81
"Nkd2",20,33,24,27
"Nkg7",1,0,1,0
"Nkiras1",366,439,339,454
"Nkiras2",121,98,96,129
"Nkpd1",5,6,4,4
"Nkrf",388,467,352,416
"Nktr",1847,1903,1683,2399
"Nkx1-2",0,2,0,0
"Nkx2-1",0,1,0,1
"Nkx2-2",51,58,50,40
"Nkx2-9",3,5,4,4
"Nkx3-1",0,4,0,1
"Nkx6-1",0,5,3,1
"Nkx6-2",112,142,92,95
"Nkx6-3",3,1,2,4
"Nle1",85,72,52,100
"Nlgn1",669,901,807,850
"Nlgn2",2485,2050,2124,2285
"Nlgn3",832,802,838,863
"Nlk",433,404,343,432
"Nln",225,252,286,214
"Nlrc3",25,21,24,49
"Nlrc4",11,8,8,11
"Nlrc5",7,8,9,11
"Nlrp10",51,31,39,40
"Nlrp12",0,0,1,1
"Nlrp1a",1,1,1,1
"Nlrp1b",1,5,3,4
"Nlrp3",1,4,7,4
"Nlrp4c",0,2,1,3
"Nlrp4f",0,1,0,0
"Nlrp5",0,0,0,0
"Nlrp6",6,5,2,3
"Nlrx1",44,30,47,63
"Nmb",11,9,7,7
"Nmbr",12,16,11,17
"Nmd3",183,214,171,236
"Nme1",239,218,168,216
"Nme2",19,19,8,26
"Nme3",0,0,2,0
"Nme4",11,4,8,14
"Nme5",9,14,11,11
"Nme6",34,44,30,39
"Nme7",46,46,44,55
"Nme8",1,1,2,1
"Nme9",1,4,11,2
"Nmi",26,33,27,34
"Nmnat1",54,52,54,63
"Nmnat2",2664,2080,2135,2878
"Nmnat3",14,15,11,11
"Nmral1",64,64,45,59
"Nmrk1",43,47,31,48
"Nmrk2",1,2,1,0
"Nmt1",641,605,624,709
"Nmt2",644,753,741,824
"Nmur1",8,5,3,10
"Nmur2",2,4,0,1
"Nnat",1080,1753,1247,718
"Nnmt",0,0,0,1
"Nnt",63,59,55,54
"Noa1",135,122,119,125
"Nob1",162,162,117,179
"Nobox",1,0,0,0
"Noc2l",301,283,269,369
"Noc3l",121,131,136,181
"Noc4l",71,47,47,74
"Noct",192,241,201,221
"Nod1",42,54,46,39
"Nod2",5,7,4,5
"Nodal",0,3,3,2
"Nog",46,68,79,43
"Nol10",89,82,68,91
"Nol11",118,117,123,171
"Nol12",76,64,49,90
"Nol3",56,82,53,44
"Nol4",528,542,504,622
"Nol4l",406,326,296,392
"Nol6",692,620,593,725
"Nol7",509,537,490,677
"Nol8",350,311,237,385
"Nol9",96,83,110,153
"Nolc1",656,623,537,669
"Nom1",336,309,266,361
"Nomo1",883,676,614,796
"Nono",809,735,622,827
"Nop10",223,212,159,235
"Nop14",168,145,110,165
"Nop16",135,99,101,102
"Nop2",190,183,171,217
"Nop53",417,400,323,434
"Nop56",443,548,429,582
"Nop58",495,472,458,570
"Nop9",137,140,113,145
"Nos1",1416,1523,1585,1354
"Nos1ap",402,425,407,309
"Nos2",2,1,1,1
"Nos3",47,33,34,43
"Nosip",194,178,171,202
"Nostrin",9,10,7,10
"Notch1",362,307,286,366
"Notch2",316,437,423,248
"Notch3",152,152,151,135
"Notch4",42,42,47,54
"Notum",22,10,14,25
"Nova1",901,1041,880,1080
"Nova2",840,723,727,789
"Nox1",3,2,4,6
"Nox3",1,0,1,0
"Nox4",3,4,0,0
"Noxo1",9,13,6,13
"Noxred1",24,13,12,14
"Npas1",39,22,23,30
"Npas2",27,35,41,27
"Npas3",253,333,333,251
"Npas4",40,32,17,14
"Npat",419,443,389,525
"Npb",5,2,4,4
"Npc1",397,452,365,463
"Npc1l1",6,5,3,11
"Npc2",551,496,426,393
"Npdc1",604,553,470,705
"Npepl1",92,101,118,151
"Npepps",624,595,590,750
"Npff",22,27,25,25
"Npffr1",5,8,3,2
"Npffr2",2,4,1,2
"Nphp1",18,22,17,31
"Nphp3",79,65,67,93
"Nphp4",81,62,54,68
"Nphs1",5,9,9,9
"Nphs2",3,8,3,1
"Npl",6,8,8,6
"Nploc4",437,362,383,385
"Npm1",550,619,509,679
"Npm2",3,5,4,0
"Npm3",25,15,24,35
"Npnt",73,101,56,54
"Nppa",5,1,1,2
"Nppb",1,1,1,0
"Nppc",24,23,17,18
"Npr1",98,75,73,100
"Npr2",433,407,385,534
"Npr3",144,116,103,16
"Nprl2",137,160,123,175
"Nprl3",108,91,103,131
"Nps",10,11,1,0
"Npsr1",1,6,2,1
"Nptn",1442,1602,1547,1916
"Nptx1",5438,3651,3957,6086
"Nptx2",17,20,11,6
"Nptxr",1754,1344,1206,1841
"Npy",9,8,9,11
"Npy1r",39,62,29,17
"Npy2r",8,10,13,5
"Npy4r",0,0,0,0
"Npy5r",3,11,1,2
"Nqo1",69,58,50,62
"Nqo2",122,102,127,133
"Nr0b1",1,1,0,1
"Nr0b2",2,2,5,12
"Nr1d1",674,697,734,1139
"Nr1d2",1243,1603,1646,2244
"Nr1h2",380,339,322,402
"Nr1h3",87,51,59,102
"Nr1h4",0,0,0,0
"Nr1i2",0,1,1,3
"Nr1i3",15,9,4,11
"Nr2c1",100,97,98,127
"Nr2c2",815,807,831,986
"Nr2c2ap",33,12,23,18
"Nr2e1",2,3,2,1
"Nr2f1",402,446,443,374
"Nr2f2",198,274,259,174
"Nr2f6",75,86,95,83
"Nr3c1",1398,1693,1629,1857
"Nr3c2",421,472,437,510
"Nr4a1",175,137,104,86
"Nr4a2",218,190,93,87
"Nr4a3",200,218,134,97
"Nr5a2",0,0,0,1
"Nr6a1",63,61,78,78
"Nradd",13,11,12,10
"Nrap",1,4,2,1
"Nrarp",7,6,5,2
"Nras",298,333,360,382
"Nrbf2",83,80,69,90
"Nrbp1",704,670,579,779
"Nrbp2",719,830,755,830
"Nrcam",1605,1678,1675,1863
"Nrd1",970,888,789,938
"Nrde2",118,106,80,152
"Nrep",4276,3353,3733,6248
"Nrf1",243,218,209,280
"Nrg1",196,203,163,154
"Nrg2",200,161,160,225
"Nrg3",167,208,160,176
"Nrg4",54,55,41,68
"Nrgn",171,273,117,127
"Nrip1",1023,1022,1020,1281
"Nrip2",278,202,159,226
"Nrip3",908,952,862,996
"Nrk",427,371,433,501
"Nrl",3,6,2,2
"Nrm",23,32,13,37
"Nrn1",301,268,231,356
"Nrn1l",1,0,1,0
"Nrp1",106,122,108,65
"Nrp2",197,258,229,150
"Nrros",24,27,26,37
"Nrsn1",609,878,576,586
"Nrsn2",194,252,159,147
"Nrtn",3,4,4,1
"Nrxn1",5039,4883,4672,6161
"Nrxn2",3289,2556,2268,3215
"Nrxn3",3189,3013,3016,4022
"Nsa2",52,65,56,76
"Nsd1",4550,4075,3896,4978
"Nsd2",2086,1975,1943,2511
"Nsd3",1333,1248,1211,1594
"Nsdhl",35,39,27,28
"Nsf",1332,1399,1152,1544
"Nsfl1c",194,183,159,229
"Nsg1",5414,5010,5164,5858
"Nsg2",1850,2146,1274,1032
"Nsl1",7,9,6,12
"Nsmaf",568,587,537,777
"Nsmce1",20,19,20,25
"Nsmce2",78,123,89,118
"Nsmce3",221,167,166,214
"Nsmce4a",130,151,130,208
"Nsmf",533,615,547,522
"Nsrp1",329,271,245,352
"Nsun2",327,298,297,343
"Nsun3",118,116,135,150
"Nsun4",72,83,66,93
"Nsun5",127,127,98,171
"Nsun6",57,70,78,79
"Nsun7",39,31,22,19
"Nt5c",252,272,241,298
"Nt5c1a",32,38,21,42
"Nt5c1b",0,0,0,2
"Nt5c2",776,762,705,813
"Nt5c3",153,188,179,198
"Nt5c3b",156,163,170,180
"Nt5dc1",30,41,32,49
"Nt5dc2",26,26,44,32
"Nt5dc3",822,738,762,896
"Nt5e",90,109,126,70
"Nt5m",186,183,186,181
"Ntan1",160,158,103,175
"Ntf3",39,17,20,33
"Ntf5",2,1,2,1
"Nthl1",31,27,18,28
"Ntm",2278,2156,2119,2670
"Ntmt1",114,85,90,97
"Ntn1",1449,1560,1855,1257
"Ntn3",66,59,63,69
"Ntn4",333,254,308,388
"Ntn5",1,6,1,3
"Ntng1",337,330,260,323
"Ntng2",51,71,39,64
"Ntpcr",49,60,53,51
"Ntrk1",3,3,1,0
"Ntrk2",4149,4571,4168,3968
"Ntrk3",3384,3359,3758,5244
"Nts",4,5,3,3
"Ntsr1",0,4,1,1
"Ntsr2",393,550,492,489
"Nuak1",1427,1256,1223,1453
"Nuak2",17,26,27,24
"Nub1",313,322,283,346
"Nubp1",82,90,59,102
"Nubp2",112,93,113,106
"Nubpl",23,37,29,30
"Nucb1",390,309,274,361
"Nucb2",31,25,20,31
"Nucks1",2560,2608,2718,2931
"Nudc",696,563,493,542
"Nudcd1",295,293,265,354
"Nudcd2",158,103,112,164
"Nudcd3",935,937,867,1007
"Nudt1",23,7,18,25
"Nudt10",57,88,62,68
"Nudt11",136,192,170,174
"Nudt12",76,84,78,70
"Nudt13",79,91,90,112
"Nudt14",20,15,14,21
"Nudt15",14,13,16,16
"Nudt16",93,71,72,94
"Nudt16l1",217,213,176,250
"Nudt16l2",0,0,0,0
"Nudt17",30,27,21,37
"Nudt18",407,270,280,300
"Nudt19",207,232,218,233
"Nudt2",93,78,82,95
"Nudt21",545,525,544,647
"Nudt22",96,68,86,113
"Nudt3",2168,2008,1901,2212
"Nudt4",1062,1430,1323,1296
"Nudt5",154,154,142,192
"Nudt6",12,15,6,22
"Nudt7",42,45,31,28
"Nudt8",0,1,1,1
"Nudt9",135,102,111,153
"Nuf2",21,33,30,31
"Nufip1",81,72,66,103
"Nufip2",1283,1410,1320,1695
"Nuggc",1,1,0,0
"Numa1",3110,2289,2320,3016
"Numb",345,308,260,375
"Numbl",455,341,291,482
"Nup107",86,72,68,114
"Nup133",119,93,116,136
"Nup153",574,585,560,723
"Nup155",197,208,252,290
"Nup160",173,146,143,224
"Nup188",235,164,152,231
"Nup205",198,209,180,320
"Nup210",151,149,141,168
"Nup210l",36,29,20,39
"Nup214",244,176,170,268
"Nup35",63,63,55,74
"Nup37",17,11,10,17
"Nup43",64,41,46,76
"Nup50",553,543,522,572
"Nup54",111,108,107,132
"Nup62",349,301,337,350
"Nup62cl",1,1,1,3
"Nup85",232,245,203,346
"Nup88",370,374,285,457
"Nup93",127,105,96,113
"Nup98",388,390,355,489
"Nupl1",2,2,0,4
"Nupl2",39,45,55,66
"Nupr1",70,69,88,57
"Nupr1l",9,13,10,17
"Nus1",650,694,635,723
"Nusap1",67,66,66,84
"Nutf2",36,38,26,48
"Nutf2-ps1",2,1,1,0
"Nutm1",7,8,7,7
"Nvl",366,385,345,510
"Nwd1",1046,1191,1467,1081
"Nwd2",343,341,367,407
"Nxf1",591,581,519,761
"Nxf2",0,2,1,0
"Nxf7",2,0,0,0
"Nxn",203,119,105,220
"Nxnl1",1,1,0,5
"Nxnl2",3,3,1,2
"Nxpe2",10,10,9,16
"Nxpe3",315,260,195,258
"Nxpe4",57,56,64,60
"Nxpe5",0,1,1,0
"Nxph1",207,334,304,279
"Nxph2",1,0,0,0
"Nxph3",169,141,105,150
"Nxph4",91,95,49,73
"Nxt1",86,65,59,93
"Nxt2",354,422,406,554
"Nyap1",616,452,414,507
"Nyap2",331,322,340,426
"Nynrin",327,317,261,201
"Nyx",35,33,44,31
"Oacyl",2,5,4,1
"Oaf",22,22,9,17
"Oard1",155,155,129,141
"Oas1a",1,2,4,4
"Oas1c",10,7,2,7
"Oas1e",0,2,0,0
"Oas1g",0,3,0,1
"Oas1h",0,0,1,0
"Oas2",9,5,6,6
"Oas3",1,3,0,0
"Oasl1",1,1,1,0
"Oasl2",41,44,37,65
"Oat",477,503,489,534
"Oaz1",405,364,321,334
"Oaz2",871,868,698,771
"Oaz3",21,11,15,28
"Obp2a",0,0,0,0
"Obscn",27,26,11,23
"Obsl1",235,183,213,208
"Oc90",4,3,3,3
"Oca2",2,2,0,0
"Ocel1",197,161,137,185
"Ociad1",2005,2165,1958,2385
"Ociad2",218,236,191,186
"Ocln",183,200,173,260
"Ocm",0,1,0,0
"Ocrl",458,499,427,576
"Ocstamp",0,0,1,0
"Odaph",0,1,1,0
"Odc1",374,384,320,382
"Odf2",897,716,705,1184
"Odf2l",93,131,121,154
"Odf3",5,2,4,5
"Odf3b",58,51,43,73
"Odf3l1",0,0,0,0
"Odf3l2",1,1,1,2
"Odf4",1,3,1,4
"Odr4",435,476,432,501
"Ofd1",58,80,93,115
"Oga",1609,1505,1481,1787
"Ogdh",1759,1693,1562,1927
"Ogdhl",477,536,526,616
"Ogfod1",719,756,601,726
"Ogfod2",212,204,195,209
"Ogfod3",30,14,18,31
"Ogfr",348,289,285,358
"Ogfrl1",1359,1496,1541,2108
"Ogg1",25,24,20,33
"Ogn",98,173,129,83
"Ogt",1704,2202,2225,2426
"Oip5",5,3,5,6
"Oit1",0,1,0,0
"Oit3",0,0,0,0
"Ola1",211,211,167,245
"Olfm1",1829,1629,1437,2405
"Olfm2",138,149,147,109
"Olfm3",1109,1217,1209,1780
"Olfm4",27,17,14,15
"Olfml1",97,114,94,80
"Olfml2a",75,130,109,54
"Olfml2b",7,24,12,8
"Olfml3",121,141,138,110
"Olfr101",0,0,3,0
"Olfr1029",0,1,0,0
"Olfr1033",4,5,9,7
"Olfr1034",1,0,2,0
"Olfr1039",0,0,0,0
"Olfr1056",0,0,0,0
"Olfr1097",0,0,0,0
"Olfr1098",1,0,0,0
"Olfr110",0,0,0,0
"Olfr111",1,0,0,0
"Olfr1110",0,1,0,0
"Olfr1128",1,0,1,0
"Olfr1130",0,0,0,1
"Olfr1131",1,1,0,0
"Olfr1132",0,1,0,0
"Olfr1134",0,0,0,1
"Olfr1157",0,0,0,0
"Olfr1173",0,1,0,0
"Olfr1183",0,0,0,0
"Olfr12",0,1,1,0
"Olfr1205",0,0,0,0
"Olfr1209",0,2,0,0
"Olfr1233",0,0,0,0
"Olfr1246",0,0,0,0
"Olfr1252",0,1,0,0
"Olfr1259",0,0,0,0
"Olfr1271",0,0,0,0
"Olfr1279",0,0,0,0
"Olfr1307",0,0,0,0
"Olfr1309",0,0,1,0
"Olfr1336",0,1,0,0
"Olfr1341",0,0,0,0
"Olfr1342",0,0,0,0
"Olfr1349",0,2,0,1
"Olfr1364",1,0,0,0
"Olfr1366",3,3,0,4
"Olfr1388",0,0,1,0
"Olfr1392",1,0,2,1
"Olfr1393",0,0,0,1
"Olfr1396",0,0,0,0
"Olfr1410",0,0,0,1
"Olfr1417",3,5,5,7
"Olfr1419",1,0,1,0
"Olfr1420",3,4,4,1
"Olfr1423",0,0,0,0
"Olfr1448",0,0,0,0
"Olfr145",0,0,0,0
"Olfr1459",0,2,0,0
"Olfr1477",0,0,0,0
"Olfr149",0,1,0,0
"Olfr1490",0,1,0,0
"Olfr15",1,0,0,0
"Olfr1505",0,2,0,0
"Olfr1507",1,3,1,2
"Olfr1508",0,0,0,0
"Olfr1509",1,0,0,0
"Olfr1510",0,2,2,0
"Olfr1511",4,0,2,0
"Olfr1512",2,2,3,3
"Olfr1513",1,0,1,0
"Olfr153",0,0,0,1
"Olfr1535",0,1,1,1
"Olfr156",0,1,0,1
"Olfr1564",52,40,31,67
"Olfr157",0,1,1,0
"Olfr17",0,0,0,0
"Olfr172",0,3,0,0
"Olfr173",1,1,0,0
"Olfr18",1,0,1,0
"Olfr215",0,1,0,0
"Olfr221",1,3,1,6
"Olfr239",11,15,15,17
"Olfr259",0,0,0,0
"Olfr267",4,8,5,4
"Olfr273",0,0,0,0
"Olfr279",0,0,1,0
"Olfr285",0,0,0,0
"Olfr287",44,60,43,49
"Olfr288",2,1,2,1
"Olfr292",1,0,0,0
"Olfr31",1,3,1,6
"Olfr312",0,0,0,0
"Olfr315",0,1,0,0
"Olfr324",0,0,0,0
"Olfr329-ps",0,0,0,0
"Olfr33",0,0,0,0
"Olfr338",1,0,0,0
"Olfr344",0,0,0,0
"Olfr354",0,0,0,0
"Olfr357",1,0,0,0
"Olfr366",0,0,1,0
"Olfr373",0,0,0,0
"Olfr374",0,3,1,2
"Olfr378",0,0,0,0
"Olfr420",0,0,0,0
"Olfr433",0,0,0,0
"Olfr437",0,0,0,0
"Olfr45",0,0,1,1
"Olfr455",12,10,13,14
"Olfr456",8,4,1,1
"Olfr457",16,9,14,9
"Olfr458",7,7,0,5
"Olfr46",1,2,0,0
"Olfr460",0,1,0,0
"Olfr461",8,14,6,11
"Olfr48",0,0,0,0
"Olfr482",0,2,0,1
"Olfr49",1,0,1,0
"Olfr509",0,1,0,0
"Olfr510",0,1,2,0
"Olfr512",1,0,2,1
"Olfr513",0,0,2,1
"Olfr521",1,1,1,0
"Olfr527",0,0,0,0
"Olfr53",0,0,0,0
"Olfr536",2,1,0,0
"Olfr539",1,3,2,2
"Olfr543",27,19,24,28
"Olfr544",11,8,7,13
"Olfr545",11,9,7,11
"Olfr55",35,28,21,44
"Olfr556",0,2,0,0
"Olfr558",4,6,3,4
"Olfr56",0,0,0,0
"Olfr569",2,0,0,0
"Olfr570",0,1,1,0
"Olfr571",0,1,0,0
"Olfr574",0,0,0,0
"Olfr578",0,0,0,0
"Olfr599",0,0,0,0
"Olfr62",0,0,0,0
"Olfr624",0,0,0,0
"Olfr628",0,1,0,0
"Olfr63",0,0,1,0
"Olfr635",0,0,0,0
"Olfr639",0,0,2,2
"Olfr651",0,0,0,0
"Olfr652",0,1,0,1
"Olfr653",2,1,2,3
"Olfr654",0,1,0,0
"Olfr655",0,3,0,0
"Olfr656",0,1,0,0
"Olfr657",0,0,2,1
"Olfr658",8,9,3,8
"Olfr666",0,0,0,0
"Olfr671",0,0,0,0
"Olfr679",0,0,0,0
"Olfr683",0,0,0,0
"Olfr689",2,5,2,2
"Olfr690",0,1,3,3
"Olfr691",4,0,4,4
"Olfr692",8,8,5,7
"Olfr70",2,2,1,2
"Olfr71",0,0,0,0
"Olfr722",0,0,0,4
"Olfr727",0,0,0,0
"Olfr735",0,0,0,0
"Olfr750",0,1,1,0
"Olfr767",0,1,0,0
"Olfr77",2,3,1,1
"Olfr774",0,0,0,0
"Olfr78",1,1,1,0
"Olfr784",1,1,2,0
"Olfr791",0,0,0,0
"Olfr794",0,0,0,0
"Olfr825",0,0,0,0
"Olfr851",0,1,0,0
"Olfr859",0,0,0,1
"Olfr873",1,0,0,0
"Olfr876",1,1,2,0
"Olfr878",0,0,1,0
"Olfr881",0,0,0,0
"Olfr888",0,0,0,0
"Olfr90",1,1,1,0
"Olfr91",0,2,2,0
"Olfr912",0,0,0,0
"Olfr920",2,2,0,1
"Olfr922",5,12,8,16
"Olfr923",0,1,1,1
"Olfr937",0,0,0,0
"Olfr94",0,0,0,0
"Olfr95",1,0,1,1
"Olfr981",0,0,0,0
"Olfr982",0,0,0,0
"Olfr983",0,1,1,0
"Olfr986",0,0,1,0
"Olfr99",0,1,0,1
"Olig1",284,383,254,280
"Olig2",158,140,103,121
"Olig3",0,0,1,0
"Olr1",0,0,1,0
"Oma1",97,104,88,151
"Omd",21,34,39,23
"Omg",512,680,550,683
"Omp",12,12,6,7
"Onecut1",1,3,2,1
"Onecut2",157,163,109,132
"Onecut3",1,4,1,0
"Ooep",4,1,0,0
"Opa1",1037,1196,1126,1234
"Opa3",448,444,417,484
"Opalin",59,74,45,36
"Opcml",1575,1622,1441,1752
"Ophn1",374,422,453,545
"Oplah",324,303,296,330
"Opn1mw",0,1,0,2
"Opn1sw",5,4,2,7
"Opn3",62,48,51,81
"Opn4",5,9,9,13
"Opn5",0,0,0,1
"Oprd1",29,30,14,18
"Oprk1",15,26,18,10
"Oprl1",124,229,121,87
"Oprm1",39,59,20,29
"Optc",11,4,9,2
"Optn",173,189,146,165
"OR5BS1P",2,0,0,0
"Orai1",43,43,42,43
"Orai2",576,498,452,564
"Orai3",194,158,167,172
"Orc1",25,30,24,37
"Orc2",149,195,134,207
"Orc3",397,384,400,531
"Orc4",398,483,468,606
"Orc5",122,153,112,159
"Orc6",100,87,99,143
"Orm1",0,0,1,2
"Orm2",5,3,7,4
"Orm3",0,3,0,0
"Ormdl1",92,96,113,141
"Ormdl2",24,29,22,32
"Ormdl3",608,517,549,482
"Os9",1416,1157,1055,1283
"Osbp",773,705,621,774
"Osbp2",880,606,692,1008
"Osbpl10",80,71,71,72
"Osbpl11",173,191,195,191
"Osbpl1a",712,885,908,885
"Osbpl2",250,245,223,327
"Osbpl3",162,150,203,240
"Osbpl5",176,139,135,143
"Osbpl6",1151,1031,1017,1274
"Osbpl7",178,146,133,192
"Osbpl8",651,708,769,925
"Osbpl9",676,730,624,862
"Oscar",9,4,9,5
"Oscp1",107,123,81,104
"Oser1",42,46,40,62
"Osgep",123,129,108,174
"Osgepl1",116,139,118,202
"Osgin1",6,3,0,2
"Osgin2",230,233,256,302
"Osm",0,0,1,0
"Osmr",16,24,18,27
"Osr1",18,43,27,12
"Osr2",1,0,0,0
"Ost4",141,139,120,147
"Ostc",113,114,77,138
"Ostf1",53,75,55,56
"Ostm1",462,515,503,531
"Ostn",1,2,3,0
"Otc",0,1,1,1
"Otoa",7,4,4,13
"Otof",31,15,16,26
"Otog",1,2,0,0
"Otogl",2,2,1,0
"Otop2",1,0,1,4
"Otop3",2,2,0,4
"Otor",0,0,0,0
"Otos",6,3,4,4
"Otp",5,5,0,0
"Otub1",711,693,594,731
"Otub2",129,170,148,176
"Otud1",233,208,202,223
"Otud3",90,70,65,81
"Otud4",734,824,806,912
"Otud5",708,664,613,757
"Otud6b",575,566,588,670
"Otud7a",456,305,329,447
"Otud7b",1463,1440,1303,1275
"Otulin",90,72,67,105
"Otulinl",39,42,35,42
"Otx1",6,5,3,3
"Otx2",116,96,89,103
"Ovca2",105,96,85,83
"Ovgp1",33,46,28,47
"Ovol1",1,0,0,2
"Ovol2",0,0,2,0
"Ovol3",11,7,3,6
"Oxa1l",310,276,292,437
"Oxct1",1182,1278,1346,1394
"Oxct2b",1,2,0,1
"Oxgr1",0,0,0,1
"Oxld1",42,35,31,39
"Oxnad1",204,192,164,218
"Oxr1",2321,2360,2247,2848
"Oxsm",81,85,90,117
"Oxsr1",744,773,696,778
"Oxt",0,0,1,1
"Oxtr",7,14,8,8
"P2rx1",7,7,2,2
"P2rx2",1,1,0,0
"P2rx3",2,2,5,4
"P2rx4",208,166,185,244
"P2rx5",21,25,12,17
"P2rx6",58,35,42,47
"P2rx7",87,77,101,79
"P2ry1",94,111,107,95
"P2ry10",0,0,0,1
"P2ry10b",0,1,1,2
"P2ry12",70,129,121,106
"P2ry13",37,56,51,50
"P2ry14",117,194,207,192
"P2ry2",15,10,3,10
"P2ry4",1,1,0,0
"P2ry6",5,3,5,7
"P3h1",74,54,61,86
"P3h2",4,9,5,3
"P3h3",213,180,152,253
"P3h4",127,105,101,119
"P4ha1",164,225,183,175
"P4ha2",51,54,39,40
"P4ha3",4,13,4,7
"P4hb",735,709,702,726
"P4htm",197,171,174,255
"Pa2g4",463,492,496,560
"Pabpc1",664,601,593,699
"Pabpc1l",11,6,3,10
"Pabpc4",96,105,106,141
"Pabpc4l",7,12,5,11
"Pabpc5",32,34,38,40
"Pabpc6",0,1,1,0
"Pabpn1",483,417,388,551
"Pabpn1l",3,0,3,4
"Pacc1",80,71,74,96
"Pacrg",35,28,24,28
"Pacs1",167,151,128,179
"Pacs2",974,1132,985,971
"Pacsin1",2740,2039,1926,2491
"Pacsin2",293,287,227,266
"Pacsin3",599,474,475,621
"Padi1",0,0,1,1
