"Gene_ID","ubiquity_score_25","ubiquity_score_30","ubiquity_score_50","ubiquity_score_75","ubiquity_score_90"
208665,0.0101010101010101,0.0101010101010101,0,0,0
20514,0.585858585858586,0.141414141414141,0,0,0
55963,0.00663866684731066,0.00663866684731066,0.00643544235198483,0.00413223140495868,0.000677414984419455
53896,0.97979797979798,0.97979797979798,0.96969696969697,0.242424242424242,0
17254,0.00670640834575261,0.00670640834575261,0.00670640834575261,0.00643544235198483,0.00203224495325837
11656,0.848484848484849,0.535353535353535,0.0404040404040404,0,0
26912,0.797979797979798,0.686868686868687,0.0808080808080808,0,0
11655,0.00670640834575261,0.00670640834575261,0.00643544235198483,0.00230321094702615,0
67760,1,1,1,0.929292929292929,0.606060606060606
11988,0.97979797979798,0.95959595959596,0.696969696969697,0.0707070707070707,0.0202020202020202
56774,0,0,0,0,0
11987,0.00670640834575261,0.00657092534886872,0.00548706137379759,0.0029806259314456,0
105727,0.00670640834575261,0.00670640834575261,0.00670640834575261,0.00575802736756537,0.00528383687847175
69354,0.212121212121212,0.101010101010101,0.0101010101010101,0,0
11989,0.00623221785665899,0.00582576886600732,0.00250643544235198,6.77414984419455e-05,0
74338,0.000270965993767782,6.77414984419455e-05,0,0,0
57394,0,0,0,0,0
70008,0.00216772795014226,0.000135482996883891,0,0,0
76282,0.00670640834575261,0.00636770085354288,0.00142257146728086,0,0
108682,1,1,1,0.525252525252525,0
209837,0.00413223140495868,0.00257417694079393,0.000135482996883891,0,0
76257,0.00670640834575261,0.00670640834575261,0.00663866684731066,0.00365804091586506,0.000203224495325837
225791,0,0,0,0,0
58810,0,0,0,0,0
11668,0.00657092534886872,0.00657092534886872,0.00636770085354288,0.00487738788782008,0.00169353746104864
19378,0.888888888888889,0.737373737373737,0.101010101010101,0,0
110695,1,1,1,0.676767676767677,0.0606060606060606
56752,1,1,0.96969696969697,0.0909090909090909,0
11671,0.98989898989899,0.98989898989899,0.97979797979798,0.383838383838384,0
72535,0.00575802736756537,0.0053515783769137,0.000474190489093619,0,0
11669,1,1,1,0.686868686868687,0.0808080808080808
11684,0.0505050505050505,0.0101010101010101,0,0,0
11688,0.919191919191919,0.505050505050505,0.0202020202020202,0,0
11687,0,0,0,0,0
