mets,genes,rxns,,"# we removed the transcript ids such as .1, .2 …etc and removed duplicates to maitain the unique genes "
aqcobal[c],2747,CITt4_2,,
arab_L[e],2746,CITtam,,
arab_L[c],10841,CITtbm,,
arachcoa[c],2744,CK,,
arachcoa[x],27165,CKc,,
arachcrn[c],83733,CLFORtex,,
arachcoa[m],79751,CLHCO3tex2,,
arachcrn[m],2639,CLI2tex,,
arachdcoa[c],57084,CLOHtex2,,
arachdcoa[x],246213,CLOXAtex2,,
arachd[e],57030,CLPNDCOAtx,,
arachd[r],54363,CLPNDCPT1,,
arach[e],51179,CLPNDCPT2,,
arach[c],2628,CLPNDCRNt,,
arg_L[m],9380,CLPNDt,,
lys_L[e],2710,CLS_hs,,
arg_L[e],2712,CMPACNAtg,,
arg_L[c],2713,CMPACNAtn,,
orn[m],3029,CMPSAS,,
argsuc[c],6536,CMPSASn,,
citr_L[c],5226,CO2ter,,
sgalside_hs[l],27232,CO2tg,,
galside_hs[l],57678,CO2tm,,
so4[l],84803,CO2tn,,
Rtotal[c],150763,CO2tp,,
Rtotalcoa[c],284098,COAtg,,
Rtotal3coa[c],80055,COAtl,,
Rtotal3[c],93183,COAtm,,
pmtcoa[c],54965,COAtn,,
R1coa_hs[c],2936,COAtp,,
hdcoa[c],7001,COAtr,,
tdcoa[c],5052,COKECBESr,,
lnlncacoa[c],2877,COQ3m,,
R2coa_hs[c],2876,COQ5m,,
lnlncgcoa[c],2879,COQ6m,,
strdnccoa[c],2878,COQ7m,,
dlnlcgcoa[c],257202,CORE2GTg,,
tmndnccoa[c],2882,CORE3GTg,,
lnlccoa[c],10935,CORE4GTg,,
clpndcoa[c],2937,CORE5GTg,,
dcsptn1coa[c],2679,CORE6GTg,,
c226coa[c],2678,CORE7GTg,,
stcoa[c],2643,CORE8GTg,,
R3coa_hs[c],2977,COt,,
odecoa[c],2983,COUCOAFm,,
octd11ecoa[c],4882,COUMARINte,,
lneldccoa[c],2982,CPCTDTX,,
R4coa_hs[c],2974,CREATt4_2_r,,
nrvnccoa[c],2986,CREATtmdiffir,,
od2coa[c],2984,CRMPte,,
ttccoa[c],4881,CRNCAR3tp,,
R5coa_hs[c],3000,CRNCARtp,,
hexccoa[c],9615,CRNt,,
eicostetcoa[c],763,CRNtHa,,
tetpent6coa[c],11238,CRNtim,,
tetpent3coa[c],23556,CRNtuNa,,
tettet6coa[c],55650,CRNtx,,
tethex3coa[c],53905,CRTNsyn,,
hdd2coa[c],50506,CRTSLt,,
R6coa_hs[c],343,CRTSLtm,,
pmtcoa[m],84720,CRTSLtr,,
Rtotalcoa[m],5281,CRTSTRNt,,
Rtotal2coa[m],54872,CRTSTRNtm,,
Rtotal3coa[m],80235,CRTSTRNtr,,
Rtotal[l],10026,CRVNCtr,,
crm_hs[l],8733,CSAPASEly,,
sphings[l],128869,CSBPASEly,,
ascb_L[c],94005,CSCPASEly,,
o2s[c],51604,CSDPASEly,,
dhdascb[c],3028,CSEPASEly,,
ascb_L[e],3033,CSm,,
nh4[m],3038,CSNAT2m,,
asn_L[m],3036,CSNAT2x,,
Asn_X_Ser_Thr[r],3037,CSNAT3x,,
Asn_X_Ser_Thr[l],27235,CSNATer,,
cbp[c],6522,CSNATm,,
cbasp[c],83697,CSNATp,,
asp_D[e],6521,CSNATr,,
asp_D[c],6508,CSNt,,
k[c],2645,CSPG_At,,
k[e],3099,CSPG_Atly,,
asp_D[x],3098,CSPG_Bt,,
Nacasp[m],80201,CSPG_Btly,,
asp_L[e],3101,CSPG_Ct,,
oaa[m],3081,CSPG_Ctly,,
atp[r],11112,CSPG_Dt,,
adp[r],3067,CSPG_Dtly,,
atp[e],495,CSPG_Et,,
pi[e],496,CSPG_Etly,,
amp[e],8942,CTPtn,,
adp[e],3156,CYANt,,
atp[n],3157,CYANtm,,
atp[x],3158,CYSALANaEx,,
avite2[e],3155,CYSASNNaEx,,
avite2[c],54511,CYSGLNNaEx,,
gbside_hs[g],3162,CYSGLTH,,
ga2_hs[g],3163,CYSGLUexR,,
ga1_hs[g],26062,CYSGLYexR,,
gm2_hs[g],197257,CYSLYSL,,
gm1_hs[g],6448,CYSO,,
gd2_hs[g],3290,CYSSERNaEx,,
gd1b_hs[g],3291,CYSt4,,
gt2_hs[g],3292,CYSTA,,
gt1c_hs[g],7923,CYSTAm,,
galgbside_hs[g],3294,CYStec,,
acglcgalgluside_hs[g],51478,CYSTGLUex,,
galacglcgalgluside_hs[g],3283,CYSTHRNaEx,,
gal14acglcgalgluside_hs[g],3284,CYSTSERex,,
acglcgal14acglcgalgluside_hs[g],80270,CYTD,,
galacglcgal14acglcgalgluside_hs[g],57026,CYTDK1,,
acglc13galacglcgal14acglcgalgluside_hs[g],3421,CYTDK2m,,
galacgalfuc12gal14acglcgalgluside_hs[g],3420,CYTDn,,
galacgalfucgalacglcgal14acglcgalgluside_hs[g],3419,CYTDt,,
acglcgalacglcgal14acglcgalgluside_hs[g],3417,CYTDt4,,
galacglcgalacglcgal14acglcgalgluside_hs[g],3418,CYTDtl,,
galacglc13galacglcgal14acglcgalgluside_hs[g],7173,CYTDtm,,
galthcrm_hs[g],3425,CYTDtn,,
galgalthcrm_hs[g],587,CYTK10,,
galgalgalthcrm_hs[g],8501,CYTK10n,,
acglcgalgbside_hs[g],55586,CYTK11,,
galacglcgalgbside_hs[g],114134,CYTK11n,,
h2o[g],6526,CYTK12,,
gm2a_hs[g],3422,CYTK12n,,
gm1a_hs[g],91734,CYTK13,,
gluside_hs[g],160728,CYTK13n,,
cholcoa[x],8802,CYTK14,,
gchola[x],8801,CYTK14n,,
taur[x],8803,CYTK1m,,
tchola[x],6560,CYTK1n,,
dgcholcoa[x],10723,CYTK2n,,
dgchol[x],9990,CYTK3,,
dcholcoa[x],57468,CYTK3n,,
btn[c],3795,CYTK4,,
btamp[c],84679,CYTK4n,,
btn[m],23315,CYTK5,,
btamp[m],8564,CYTK5n,,
ala_B[c],3938,CYTK6,,
ala_B[e],3931,CYTK6n,,
bamppald[m],387775,CYTK7,,
4tmeabutn[c],124637,CYTK7n,,
succ[c],366,CYTK8,,
caro[c],11283,CYTK8n,,
retinal[c],4047,CYTK9,,
glc_D[c],5321,CYTK9n,,
bdg2hc[c],1178,D_3AIBt,,
2coum[c],29124,D3AIBTm,,
bhb[m],51268,DADA,,
chito2pdol_L[c],4023,DADAe,,
gdpmann[c],3990,DADNK,,
mpdol_L[c],1056,DADNt4,,
chito2pdol_U[c],80339,DAG_HSter,,
mpdol_U[c],11343,DAGK_hs,,
betald[m],50487,DAGKn_hs,,
glyb[m],9388,DAGt,,
bhb[e],5407,DALAOXx,,
bhb[c],8513,DALAt2r,,
hcys_L[c],5408,DALAt2rL,,
glyb[c],5406,DALAxt,,
dmgly[c],9227,DARGOp,,
met_L[c],6309,DASCBH,,
bildglcur[e],4048,DASCBR,,
bildglcur[c],4056,DASPO1p,,
bildglcur[r],4259,DATPtn,,
bilglcur[e],4258,DCIm,,
bilglcur[c],80854,DCK1m,,
bilglcur[r],58508,DCK1n,,
biliverd[c],79723,DCK2n,,
bilirub[c],10919,DCSPTN1COAtx,,
bilirub[e],9869,DCSPTN1CPT1,,
bilirub[r],84444,DCSPTN1CPT2,,
biocyt[n],83852,DCSPTN1CRNt,,
h[r],6839,DCSPTN1t,,
dolmanp_L[r],79813,DCT,,
memgacpail_hs[r],387893,DCTPtn,,
dolp_L[r],4124,DCYTD,,
m2emgacpail_hs[r],4122,DCYTDn,,
dolmanp_U[r],4245,DCYTt,,
dolp_U[r],11320,DDPGAm,,
h2o[n],11282,DEBRISOQUINEt,,
lys_L[n],4248,DECDPtm,,
btn[n],4249,DEDOLP1_L,,
biocyt[e],4247,DEDOLP1_U,,
btn[e],2954,DEDOLP2_L,,
3uib[c],2548,DEDOLP2_U,,
3aib_D[c],11253,DEDOLR_L,,
but[c],56922,DEDOLR_U,,
but[m],64087,DESAT16_2,,
bvite[e],23417,DESAT18_10,,
bvite[c],27349,DESAT18_3,,
bz[e],4357,DESAT18_4,,
bz[c],4191,DESAT18_5,,
bz[r],4190,DESAT18_6,,
nadph[r],4200,DESAT18_7,,
nadp[r],4199,DESAT18_8,,
44mctr[r],10873,DESAT18_9,,
44mzym[r],1557,DESAT20_1,,
pmtcrn[c],1543,DESAT20_2,,
pmtcrn[m],1545,DESAT22_1p,,
hdcecrn[c],1544,DESAT22_2p,,
hdd2crn[c],4143,DESAT24_1,,
hdcoa[m],27430,DGAT,,
hdcecrn[m],4144,DGCHOLte,,
hdd2coa[m],4548,DGCHOLtx,,
hdd2crn[m],4598,DGK2m,,
stcrn[c],7841,DGNSKm,,
stcoa[m],253430,DGSNt,,
stcrn[m],3635,DGSNtm,,
odecrn[c],8867,DGTPtn,,
odecoa[m],3636,DGULND,,
odecrn[m],27124,DHAAt1r,,
arachdcrn[c],3633,DHAPA,,
arachdcoa[m],56623,DHAPAx,,
arachdcrn[m],3632,DHCHOLESTANATEtm,,
c226coa[x],3628,DHCR241r,,
c226crn[c],3706,DHCR242r,,
c226coa[m],80271,DHCR243r,,
c226crn[m],3707,DHCR71r,,
c2m26dcoa[m],51477,DHCR72r,,
3h26dm5coa[m],3631,DHCRD1,,
c2m26dcoa[x],8821,DHCRD2,,
3h26dm5coa[x],2595,DHDPBMTm,,
co2[r],4121,DHEASt,,
4mzym_int1[r],57134,DHEAStr,,
4mzym_int2[r],10905,DHEASULT,,
nadh[r],84693,DHEAtr,,
nad[r],4594,DHFtl,,
zym_int2[r],116255,DHFtm,,
zymst[r],80168,DHORD9,,
ca2[c],4507,DHPM1,,
ca2[e],10797,DHPM2,,
caro[e],56913,DHPR2,,
carveol[e],443,DIDPtn,,
carveol[c],91703,DIGALSGALSIDEtg,,
etoh[x],4668,DIGALSIDEtg,,
h2o2[m],9498,DIGALSIDEtl,,
cbl2[c],57282,DINt,,
cbl2[m],6528,DITPtn,,
cbl1[m],481,DKMPPD,,
adocbl[m],478,D_LACt2,,
pppi[m],477,D_LACtm,,
nh4[r],23439,DLNLCGCPT1,,
glc_D[r],483,DLNLCGCPT2,,
cbp[r],476,DLNLCGCRNt,,
g6p[r],480,DLNLCGt,,
cbp[m],482,DM_13_cis_oretn_n_,,
pi[r],6548,DM_13_cis_retn_n_,,
ppi[r],6550,DM_Asn_X_Ser_Thr_ly_,,
prostg1[c],6549,DM_avite2_c_,,
prostge1[c],84735,DM_bvite_c_,,
prostge2[c],55748,DM_core5_g_,,
prostgf2[c],6559,DM_core7_g_,,
cca_d3[c],123041,DM_core8_g_,,
cca_d3[e],57419,DM_datp_m_,,
cca_d3[m],9187,DM_datp_n_,,
cdpdag_hs[c],25769,DM_dctp_m_,,
inost[c],124583,DM_dctp_n_,,
pail_hs[c],79077,DM_dem2emgacpail_prot_hs_r_,,
cdpdag_hs[m],9583,DM_dgpi_prot_hs_r_,,
ctp[c],1841,DM_dgtp_m_,,
pa_hs[m],4832,DM_dgtp_n_,,
ctp[m],4831,DM_dsT_antigen_g_,,
dag_hs[c],4830,DM_dttp_m_,,
pchol_hs[c],10201,DM_dttp_n_,,
pe_hs[c],29922,DM_ethamp_r_,,
crm_hs[c],4833,DM_gncore2_g_,,
crmp_hs[c],57127,DM_gpi_sig_er_,,
crm_hs[g],6005,DM_hretn_n_,,
crm_hs[r],6557,DM_kdn_c_,,
gluside_hs[c],6558,DM_m_em_3gacpail_prot_hs_r_,,
gluside_hs[r],349565,DM_melanin_c_,,
cgly[c],64802,DM_mem2emgacpail_prot_hs_r_,,
chsterol[r],23057,DM_n5m2masn_g_,,
xol25oh[r],10135,DM_oretn_n_,,
chol[c],4837,DM_Ser_Thr_ly_,,
coa[n],5409,DM_Ser_Gly_Ala_X_Gly_ly_,,
chol[n],4846,DM_sprm_c_,,
cholp[c],201288,DM_sTn_antigen_g_,,
chol[m],4842,DM_T_antigen_g_,,
cholate[e],4843,DM_yvite_c_,,
cholate[c],645740,DMANTIPYRINEte,,
cholp[g],4860,DMATTx,,
cholp[l],6580,DMGDHm,,
chol[g],55808,DMGtm,,
chol[r],30833,DMHPTCRNCPT1,,
chsterol[c],5251,DMHPTCRNCPT2,,
chsterols[c],56953,DMHPTCRNt,,
chsterol[l],4907,DMHPTCRNte,,
chsterol[m],6476,DMNONCOACRNCPT1,,
chsterol[g],5009,DMNONCRNCPT2,,
chtn[c],5019,DMNONCRNt,,
acgam[e],64064,DNADtn,,
chtn[e],1629,DNAMTn,,
itaccoa[m],594,DNAMTSEn,,
citmcoa_L[m],593,DNDPt10m,,
citr_L[m],26873,DNDPt11m,,
cit[e],4942,DNDPt12m,,
pep[m],7372,DNDPt13m,,
creat[m],1836,DNDPt14m,,
pcreat[m],10861,DNDPt15m,,
creat[c],1811,DNDPt16m,,
pcreat[c],1583,DNDPt17m,,
cl[e],1584,DNDPt18m,,
cl[c],1585,DNDPt19m,,
for[c],1586,DNDPt1m,,
for[e],1588,DNDPt20m,,
i[c],1576,DNDPt21m,,
i[e],1589,DNDPt22m,,
oxa[c],1593,DNDPt23m,,
oxa[e],1553,DNDPt24m,,
clpndcoa[x],1548,DNDPt25m,,
clpndcrn[c],1562,DNDPt26m,,
clpndcoa[m],1558,DNDPt27m,,
clpndcrn[m],1559,DNDPt28m,,
clpnd[e],1565,DNDPt29m,,
clpnd[c],1572,DNDPt2m,,
pglyc_hs[c],51302,DNDPt30m,,
clpn_hs[c],64816,DNDPt31m,,
cmp[g],1577,DNDPt32m,,
cmpacna[c],1551,DNDPt33m,,
cmpacna[g],10858,DNDPt34m,,
cmpacna[n],66002,DNDPt35m,,
ppi[n],4051,DNDPt36m,,
ctp[n],8529,DNDPt37m,,
co2[g],9420,DNDPt38m,,
co2[n],1582,DNDPt39m,,
co2[x],5831,DNDPt3m,,
coa[g],5051,DNDPt40m,,
coa[l],5049,DNDPt41m,,
coa[r],5050,DNDPt42m,,
coke[r],5048,DNDPt43m,,
egme[r],7941,DNDPt44m,,
2dpmhobq[m],347734,DNDPt45m,,
q10[m],57194,DNDPt46m,,
2dp6mobq[m],5338,DNDPt47m,,
2dp6mobq_me[m],5337,DNDPt48m,,
2dp6mep[m],130013,DNDPt49m,,
Tn_antigen[g],5352,DNDPt4m,,
core3[g],5351,DNDPt50m,,
core4[g],8985,DNDPt51m,,
core5[g],5091,DNDPt52m,,
core6[g],5244,DNDPt53m,,
core7[g],5139,DNDPt54m,,
core8[g],5142,DNDPt55m,,
co[c],5151,DNDPt56m,,
co[e],5153,DNDPt57m,,
T4hcinnm[m],5150,DNDPt58m,,
coumarin[e],5143,DNDPt59m,,
coumarin[c],5137,DNDPt5m,,
ntm2amep[c],5144,DNDPt60m,,
cmpntm2amep[c],5136,DNDPt61m,,
creat[e],5140,DNDPt62m,,
crmp_hs[e],10846,DNDPt63m,,
crn[x],5141,DNDPt6m,,
pcrn[x],5138,DNDPt7m,,
pcrn[c],27115,DNDPt8m,,
acrn[x],50940,DNDPt9m,,
crn[e],8622,DOGULND1,,
dmnoncrn[x],5146,DOGULND2,,
dmnoncrn[m],51527,DOGULNO1,,
crtn[c],5152,DOGULNO2,,
crtsl[e],51521,DOLASNT_Ler,,
crtsl[c],8654,DOLASNT_Uer,,
crtsl[m],5145,DOLDPP_Ler,,
crtsl[r],5158,DOLDPP_Uer,,
crtstrn[e],5149,DOLGLCP_Lter,,
crtstrn[c],51522,DOLGLCP_Uter,,
crtstrn[m],51525,DOLGPP_Ler,,
crtstrn[r],51529,DOLGPP_Uer,,
crvnc[e],51526,DOLICHOL_Lter,,
crvnc[c],51524,DOLICHOL_Uter,,
cspg_a[l],51523,DOLK_L,,
Ser_Gly_Ala_X_Gly[l],51528,DOLK_U,,
cs_a[l],5147,DOLMANP_Lter,,
cspg_b[l],5148,DOLMANP_Uter,,
cs_b[l],5161,DOLP_Lter,,
cspg_c[l],5162,DOLP_Uter,,
cs_c[l],1737,DOLPGT1_Ler,,
cspg_d[l],5160,DOLPGT1_Uer,,
cs_d[l],55163,DOLPGT2_Ler,,
cspg_e[l],10396,DOLPGT2_Uer,,
cs_e[l],5105,DOLPGT3_Ler,,
pcrn[m],5106,DOLPGT3_Uer,,
dmnoncoa[x],8310,DOLPH_Ler,,
ppcoa[x],10400,DOLPH_Uer,,
acrn[r],26227,DOLPMT_L,,
crn[r],5730,DOLPMT_U,,
csn[e],27306,DOLPMT1_Ler,,
csn[c],80142,DOLPMT1_Uer,,
cspg_a[g],9536,DOLPMT2_Ler,,
cspg_a[e],5740,DOLPMT2_Uer,,
cspg_b[g],114971,DOLPMT3_Ler,,
cspg_b[e],9489,DOLPMT3_Uer,,
cspg_c[g],5743,DOLPMT4_Ler,,
cspg_c[e],5742,DOLPMT4_Uer,,
cspg_d[g],6898,DOPABMO,,
cspg_d[e],5053,DOPACHRMISO,,
cspg_e[g],5264,DOPAMT,,
cspg_e[e],5728,DOPAQNISO1,,
cyan[e],8871,DOPASFt,,
cyan[c],8394,DOPASULT,,
cyan[m],23396,DOPAt4_2_r,,
focytC[m],8395,DOPAtu,,
ficytC[m],55361,DOPAVESSEC,,
q10h2[m],5297,DORNOp,,
Lcystin[c],5298,DPCOAtl,,
gthrd[c],5291,DPGase,,
gthox[c],5295,DPGM,,
thcys[c],5293,DPHMBDCm,,
mercppyr[c],8503,DPMVDx,,
cys_L[m],5296,DPPS,,
mercppyr[m],5290,DPROOp,,
glu_L[e],10870,DRIBt,,
Lcystin[e],5294,DRPA,,
cytd[c],23533,DSAT,,
uri[c],4952,DTDPtn,,
cmp[m],23236,DTTPtn,,
cytd[m],5336,DUDPtn,,
nh4[n],9651,DUMPtn,,
h[n],113026,DURAD,,
cytd[n],89869,DURAD2,,
uri[n],84812,DURIK1,,
cytd[e],5330,DURIK1m,,
cytd[l],5335,DURIt,,
cdp[c],51196,DURItn,,
dgtp[c],5333,DUTPDPm,,
dgdp[c],5332,DUTPDPn,,
cmp[n],5331,EAFLATOXINte,,
cdp[n],5334,EBASTINEOHte,,
dgtp[n],257068,EBASTINEOHtr,,
dgdp[n],23007,EBASTINEte,,
dcmp[c],5287,EBASTINEtr,,
dcdp[c],5286,EBP1r,,
dcmp[n],5288,EBP2r,,
dcdp[n],200576,ECGISOr,,
dctp[c],8396,ECOAH12m,,
dctp[n],79837,ECOAH1m,,
datp[n],5305,ECOAH1x,,
dadp[n],5289,ECOAH9m,,
utp[c],5279,EGMESTr,,
udp[n],51227,EHGLAT2m,,
utp[n],5283,EHGLATm,,
cdp[m],5277,EICOSTETCPT1,,
adp[n],9091,EICOSTETCPT2,,
gtp[n],8398,EICOSTETCRNt,,
gdp[n],5320,EICOSTETt,,
3aib_D[e],81579,ELAIDCPT1,,
3aib_D[m],5322,ELAIDCPT2,,
dad_2[c],64600,ELAIDCRNt,,
din[c],100137049,ELAIDt,,
dad_2[e],123745,ENGASE,,
din[e],5319,ENGASE2,,
dag_hs[r],26279,ENGASE2ly,,
pa_hs[n],8399,ENGASE3ly,,
dag_hs[n],30814,ENGASEly,,
dag_hs[e],60559,ENMAN1g,,
nh4[x],28972,ENMAN2g,,
ala_D[x],90701,ENMAN3g,,
ala_D[l],9789,ENMAN4g,,
arg_D[x],23478,ENMAN5g,,
5g2oxpt[x],10654,ENMAN6g,,
23doguln[c],117283,EPCTX,,
oaa[x],9807,ESTRADIOLGLCt,,
dd2coa[m],51447,ESTRADIOLGLCt2,,
dd3coa[m],8876,ESTRADIOLGLCtr,,
dcmp[m],8875,ESTRADIOLt,,
dcyt[m],55350,ESTRADIOLtr,,
dcyt[n],80025,ESTRIOLGLCte,,
dcsptn1coa[x],27068,ESTRIOLGLCtr,,
dcsptn1crn[c],8612,ESTRIOLtr,,
dcsptn1coa[m],8611,ESTRONEGLCt,,
dcsptn1crn[m],8613,ESTRONEGLCtr,,
dcsptn1[e],5096,ESTRONESt,,
dcsptn1[c],5095,ESTRONESt2,,
L_dpchrm[c],5498,ESTRONEtr,,
56dihindlcrbxlt[c],8288,ESTSULT,,
dcyt[c],9588,ETF,,
duri[c],4353,ETFQO,,
duri[n],5625,ETHAK,,
dcyt[e],5033,ETHP,,
4h2oglt[m],5034,ETOHMO,,
debrisoquine[e],8974,ETOHtx,,
debrisoquine[c],6578,EX_10fthf[e],,
decdp[c],23761,EX_10fthf5glu[e],,
decdp[m],9791,EX_10fthf6glu[e],,
dedoldp_L[c],81490,EX_10fthf7glu[e],,
dedolp_L[c],10965,EX_11_cis_retfa[e],,
dedoldp_U[c],10005,EX_13_cis_retnglc[e],,
dedolp_U[c],122970,EX_1glyc_hs[e],,
dedol_L[c],5805,EX_2425dhvitd2[e],,
dedol_U[c],6303,EX_2425dhvitd3[e],,
dolichol_L[c],112483,EX_24nph[e],,
dolichol_U[c],8566,EX_25hvitd2[e],,
tag_hs[c],7378,EX_25hvitd3[e],,
dgchol[e],151531,EX_2hb[e],,
dgchol[c],2944,EX_2mcit[e],,
datp[m],64080,EX_34dhoxpeg[e],,
dadp[m],5959,EX_34dhphe[e],,
dgdp[m],8608,EX_35cgmp[e],,
dgmp[m],157506,EX_3aib[e],,
dgsn[m],112724,EX_3aib_D[e],,
dgsn[e],145226,EX_3mlda[e],,
dgsn[c],51109,EX_4hdebrisoquine[e],,
3dhguln[c],195814,EX_4hphac[e],,
dhdascb[e],57665,EX_4mptnl[e],,
dhap[x],50700,EX_4mtolbutamide[e],,
Rtotalcoa[x],8228,EX_4nph[e],,
dhcholestanate[m],113278,EX_4nphsf[e],,
dhcholestanate[x],54981,EX_4pyrdx[e],,
fad[r],6484,EX_5adtststerone[e],,
fadh2[r],6482,EX_5adtststeroneglc[e],,
zymstnl[r],6483,EX_5adtststerones[e],,
chlstol[r],6487,EX_5dhf[e],,
lthstrl[r],64871,EX_5fthf[e],,
dsmsterol[r],6480,EX_5homeprazole[e],,
ddsmsterol[r],10090,EX_5htrp[e],,
dhcrm_hs[c],9653,EX_5mthf[e],,
fad[c],3423,EX_5thf[e],,
fadh2[c],9957,EX_6dhf[e],,
3dpdhb_me[m],9951,EX_6htststerone[e],,
dheas[e],222537,EX_6thf[e],,
dheas[c],9956,EX_7dhf[e],,
dheas[r],9955,EX_7thf[e],,
dhea[c],9953,EX_9_cis_retfa[e],,
dhea[r],64711,EX_abt[e],,
dhf[c],113189,EX_acetone[e],,
dhf[l],50515,EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs[e],,
dhf[m],166012,EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[e],,
dhor_S[c],55501,EX_ach[e],,
orot[c],411,EX_acn13acngalgbside_hs[e],,
56dura[c],23563,EX_acn23acngalgbside_hs[e],,
cala[c],9435,EX_acnacngal14acglcgalgluside_hs[e],,
56dthm[c],10164,EX_acnacngalgbside_hs[e],,
dhbpt[c],4166,EX_acngalacglcgal14acglcgalgluside_hs[e],,
thbpt[c],8534,EX_adp[e],,
mlthf[c],9469,EX_adprbp[e],,
didp[c],56548,EX_adrn[e],,
didp[n],266722,EX_adrnl[e],,
digalsgalside_hs[c],9394,EX_aflatoxin[e],,
digalsgalside_hs[g],90161,EX_ahandrostanglc[e],,
digalside_hs[c],2799,EX_ak2lgchol_hs[e],,
digalside_hs[g],10157,EX_ala_B[e],,
digalside_hs[l],118881,EX_ala_D[e],,
ditp[c],3176,EX_aldstrn[e],,
ditp[n],1757,EX_amp[e],,
dkmpp[c],81537,EX_andrstrn[e],,
2kmb[c],6652,EX_andrstrnglc[e],,
lac_D[e],6342,EX_antipyrene[e],,
lac_D[c],23382,EX_apnnox[e],,
lac_D[m],191,EX_appnn[e],,
dlnlcgcrn[c],10768,EX_aprgstrn[e],,
dlnlcgcoa[m],51540,EX_aqcobal[e],,
dlnlcgcrn[m],1491,EX_arach[e],,
dlnlcg[e],875,EX_arachd[e],,
dlnlcg[c],22929,EX_ascb_L[e],,
13_cis_oretn[n],22928,EX_asp_D[e],,
13_cis_retn[n],6561,EX_atp[e],,
dctp[m],9056,EX_avite1[e],,
dem2emgacpail_prot_hs[r],10558,EX_avite2[e],,
dgpi_prot_hs[r],9517,EX_bhb[e],,
dgtp[m],55304,EX_bildglcur[e],,
dsT_antigen[g],2098,EX_bilglcur[e],,
dttp[m],8879,EX_bilirub[e],,
dttp[n],4759,EX_biocyt[e],,
ethamp[r],129807,EX_bvite[e],,
gpi_sig[r],8869,EX_camp[e],,
hretn[n],56848,EX_caro[e],,
kdn[c],8877,EX_carveol[e],,
m3gacpail_prot_hs[r],130752,EX_cca_d3[e],,
melanin[c],55512,EX_chol[e],,
mem2emgacpail_prot_hs[r],339221,EX_cholate[e],,
n5m2masn[g],55627,EX_chsterol[e],,
oretn[n],6609,EX_chtn[e],,
Ser_Thr[l],6610,EX_clpnd[e],,
sprm[c],259230,EX_cmp[e],,
sTn_antigen[g],115111,EX_co[e],,
yvite[c],115019,EX_coumarin[e],,
dmantipyrine[e],116369,EX_creat[e],,
dmantipyrine[c],284129,EX_crmp_hs[e],,
ppi[x],26266,EX_crn[e],,
dmpp[x],6646,EX_crtsl[e],,
ipdp[x],6649,EX_crtstrn[e],,
grdp[x],6648,EX_crvnc[e],,
fald[m],6647,EX_cspg_a[e],,
dmgly[m],6697,EX_cspg_b[e],,
sarcs[m],6611,EX_cspg_c[e],,
dmhptcoa[c],6723,EX_cspg_d[e],,
dmhptcrn[c],6713,EX_cspg_e[e],,
dmhptcoa[m],2222,EX_cyan[e],,
dmhptcrn[m],6715,EX_dag_hs[e],,
dmhptcrn[e],6716,EX_dcsptn1[e],,
dmnoncrn[c],15,EX_debrisoquine[e],,
dmnoncoa[c],11185,EX_dgchol[e],,
dmnoncoa[m],6532,EX_dhdascb[e],,
dnad[c],10402,EX_dheas[e],,
dnad[n],10610,EX_dhf[e],,
dna[n],256435,EX_digalsgalside_hs[e],,
dna5mtc[n],30815,EX_dlnlcg[e],,
seasmet[n],81849,EX_dmantipyrine[e],,
seahcys[n],6489,EX_dmhptcrn[e],,
dcdp[m],29906,EX_dopa[e],,
dtdp[m],412,EX_dopasf[e],,
dtdp[c],6389,EX_eaflatoxin[e],,
dudp[c],6392,EX_ebastine[e],,
dudp[m],6391,EX_ebastineoh[e],,
dutp[c],6390,EX_eicostet[e],,
dutp[m],6821,EX_elaid[e],,
dttp[c],6533,EX_estradiol[e],,
lyxnt[c],5092,EX_estradiolglc[e],,
xylnt[c],23530,EX_estriolglc[e],,
thrnt[c],79178,EX_estroneglc[e],,
eryth[c],6567,EX_estrones[e],,
g3m8mpdol_L[r],1890,EX_fuc13galacglcgal14acglcgalgluside_hs[e],,
doldp_L[r],55217,EX_fuc14galacglcgalgluside_hs[e],,
g3m8masn[r],7296,EX_fucacgalfucgalacglcgalgluside_hs[e],,
g3m8mpdol_U[r],114112,EX_fucacngal14acglcgalgluside_hs[e],,
doldp_U[r],10587,EX_fucacngalacglcgalgluside_hs[e],,
dolglcp_L[c],80162,EX_fucfuc12gal14acglcgalgluside_hs[e],,
dolglcp_L[r],11181,EX_fucfuc132galacglcgal14acglcgalgluside_hs[e],,
dolglcp_U[c],7166,EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[e],,
dolglcp_U[r],121278,EX_fucfucfucgalacglcgal14acglcgalgluside_hs[e],,
dolichol_L[r],6999,EX_fucfucgalacglcgalgluside_hs[e],,
dolichol_U[r],169355,EX_fucgal14acglcgalgluside_hs[e],,
dolp_L[c],6916,EX_fucgalfucgalacglcgalgluside_hs[e],,
dolp_U[c],7054,EX_fucgalgbside_hs[e],,
dolmanp_L[c],7306,EX_fuc_L[e],,
dolmanp_U[c],10020,EX_galacglcgalgbside_hs[e],,
m8mpdol_L[r],29880,EX_galfuc12gal14acglcgalgluside_hs[e],,
g1m8mpdol_L[r],7355,EX_galfucgalacglcgal14acglcgalgluside_hs[e],,
