mets,genes,rxns
CE4801[m],,HMR_9615
CE4803[m],,HMR_9617
CE4800[m],,HMR_9619
CE4796[m],,HMR_9620
CE4802[m],,HMR_9621
CE4804[m],,HMR_9622
CE5049[c],,HMR_9623
CE4798[m],,HMR_9624
CE4799[m],,HMR_9719
CE4808[m],,HMR_9726
CE4807[m],,HMR_9801
CE4797[m],,HMR_9804
CE4806[m],,HMR_9805
CE1562[c],,HMR_9807
CE6031[c],,HOCDACBP
CE5144[c],,HOCTDACBP
CE5151[c],,HOMOVALte
CE5152[c],,HOMt4
CE5155[c],,HOXG
CE5156[c],,HPDCACRNCPT1
CE5148[c],,HPDCACRNCPT2
CE5150[c],,HPDCACRNt
CE5153[c],,HPDECECOAm
CE5154[c],,HPDECEm
CE5157[c],,HPDECEtm
CE5158[c],,HPETFABP1tc
CE2510[c],,HPROb
doco13ac[c],,HPROx
CE5160[c],,HPROxm
CE5161[c],,HPROym
CE5162[c],,HPYRR2x_1
cholcoads[m],,HPYRRy
CE4874[c],,HS1ly
CE4874[m],,HS2ly
C14826[c],,HS3ly
CE2049[c],,HS4ly
C14825[c],,HSD11B1r
CE2047[c],,HSD11B2r
12dgr120[e],,HSD17B1
cdpea[e],,HSD17B2r
C14768[c],,HSD17B3r
C14770[c],,HSD17B42x_1
C14769[c],,HSD17B4x
C14771[c],,HSD17B7r
CE2445[c],,HSD17B8r
CE5178[c],,HSD17B9r
C11821[c],,HSD3A1r
alltn[c],,HSD3A2r
CE5853[e],,HSD3B11
CE1925[e],,HSD3B11r
C04717[c],,HSD3B12r
C01601[c],,HSD3B13
CE2006[c],,HSD3B13r
CE6506[c],,HSD3B2r
CE6504[c],,HSD3B3r
C08261[c],,HSD3B7
CE4876[r],,HSD3B7P
CE5304[c],,HTDCACBP
CE4876[c],,Htmi
CE5944[c],,HXAND
CE5944[m],,HXPRT
CE5944[x],,HYOCHOLabc
CE4987[c],,HYOCHOLt
CE4988[c],,HYOCHOLt2
CE4988[m],,HYPOE
CE4988[x],,HYXNt
CE4989[c],,IBUPGT_HEP
CE5945[c],,IBUP_RASCL1hep
CE5946[c],,IBUP_RCYP2hep
CE5947[c],,IBUP_RCYP3hep
CE7097[c],,IBUP_RCYPCARhep
CE7097[m],,IBUP_Rshep
C04805[c],,IBUP_SACOT2
CE7096[c],,IBUP_SCYP1hep
CE2084[c],,IBUP_SCYP2hep
C04805[m],,IBUP_SCYP3hep
CE2084[m],,IBUP_SCYPCARhep
CE6508[c],,ICDCHOLabc
CE7079[c],,ICDCHOLt
CE7091[c],,ICDCHOLt2
CE7091[r],,ICDHxm
CE7082[c],,ICDHym
CE7083[c],,ICDHyp
CE7085[c],,ICDHyr
CE7088[c],,IDHPOXOX2b
CE0347[c],,IDHPOXOX3
CE0347[r],,IDHPOXOX4
12HPET[e],,IDHPOXOXb
C04849[e],,IDOAASE1ly
C04805[r],,IDOAASE2ly
CE6230[c],,IDOAASE3ly
CE2537[c],,IDOAASE4ly
CE6234[c],,IDOURtly
CE5947[m],,ILEARGILEt
leuktrB4wcooh[x],,ILEASNHISt
CE5947[x],,ILEASPt
dec24dicoa[m],,ILEATB0tc
dece3coa[m],,ILEB0AT3tc
CE2089[c],,ILEGLNGLUt
CE2088[c],,ILEGLYARGt
uppg3[c],,ILELAT1tc
C05767[c],,ILEPHELAT2tc
HC00004[e],,ILEPROLYSt
CE0074[e],,ILESERARGt
2mb2coa[c],,ILEt4
3hbcoa__R[c],,ILETA
adpac[c],,ILETAm
adpcoa[c],,ILEtec
adpac[x],,ILETRPTYRt
adpcoa[x],,IMACTD
c6dc[x],,IMPC
3bcrn[c],,IMPD
3bcrn[e],,INOSTO
c10crn[c],,INSt
c101coa[c],,INSt2
c101crn[c],,INSt4
c101crn[e],,INSt5
decdicoa[c],,INSTt2
decdicrn[c],,INSTt4
c10crn[e],,INSTt4_2
c10dc[x],,IPDDI
c10dc[c],,IPDDIx
sebcoa[c],,ISOCHOLabc
c10dc[e],,ISOCHOLt
3hdcoa[c],,ISOCHOLt2
3deccrn[c],,ISOLVSTtbc
ddeccrn[c],,It
dd2coa[c],,ITCOAL1m
ddece1crn[c],,ITCOALm
c12dccoa[x],,ITKPK
dodecanac[x],,IVCOAACBP
dodecanac[c],,IZPN
c12dccoa[c],,KAS8
c12dc[c],,KAT180_m
c12dc[e],,KCC2t
3hddcoa[c],,KCCt
3ddcrn[c],,KHK
3tetd7ecoa[m],,KHK2
3tetd7ecoa[c],,KHK3
tetdece1coa[c],,Kt1
tetdece1crn[c],,Kt3g
3tetd7ecoacrn[c],,KYN
3tetd7ecoacrn[e],,KYN3OX
3ttetddcoa[m],,KYNAKGAT
3ttetddcoa[c],,KYNATEtr
tetdec2coa[c],,LACZe
tetdec2crn[c],,LALDO
3ttetddcoacrn[c],,LALDO2
3ttetddcoacrn[e],,LAPCOAl
3htdcoa[c],,LCA24GSc
3tdcrn[c],,LCA24GSr
3hdeccoa[c],,LCA24Gte
3hdececrn[c],,LCA3GSc
3thexddcoa[m],,LCA3GSr
3thexddcoa[c],,LCA3Gte
3thexddcoacrn[c],,LCA3Sabc
3thexddcoacrn[e],,LCA3St
hexdicoa[c],,LCADi
c16dc[c],,LCADi_D
c16dc[e],,LCADm
3hexdcoa[c],,LCARS
3hexdcrn[c],,LCASULT
3octdece1coa[c],,LCAT10e
3octdece1crn[c],,LCAT11e
3ocddcoa[c],,LCAT12e
3octdec2crn[c],,LCAT13e
3hodcoa[c],,LCAT14e
3octdeccrn[c],,LCAT15e
c3dc[c],,LCAT16e
c3dc[e],,LCAT17e
c4crn[e],,LCAT18e
c4dc[x],,LCAT19e
c4dc[c],,LCAT1e
c4dc[e],,LCAT20e
c4crn[x],,LCAT21e
btcoa[x],,LCAT22e
ivcoa[c],,LCAT23e
ivcrn[c],,LCAT25e
c51crn[c],,LCAT27e
c5dc[c],,LCAT29e
c5dc[e],,LCAT2e
hxcoa[c],,LCAT30e
c6crn[c],,LCAT31e
hxcoa[x],,LCAT32e
c6crn[x],,LCAT33e
c6crn[e],,LCAT34e
c6dc[c],,LCAT35e
c6dc[e],,LCAT36e
c81coa[c],,LCAT37e
c81crn[c],,LCAT38e
c81crn[e],,LCAT39e
c8crn[e],,LCAT3e
sbcoa[c],,LCAT40e
c8dc[c],,LCAT41e
c8dc[e],,LCAT42e
dca[r],,LCAT43e
3ddcrn[e],,LCAT44e
ddeccrn[e],,LCAT45e
ddece1crn[e],,LCAT46e
3deccrn[e],,LCAT47e
decdicrn[e],,LCAT48e
doco13ecoa[c],,LCAT49e
doco13ecoa[x],,LCAT4e
doco13ac[e],,LCAT50e
docosac[e],,LCAT51e
docosac[r],,LCAT52e
docosdiac[r],,LCAT53e
docosdiac[c],,LCAT54e
docoscoa[x],,LCAT55e
docosdiac[e],,LCAT56e
3hdececrn[e],,LCAT57e
3hexdcrn[e],,LCAT5e
3ivcrn[e],,LCAT6e
3octdec2crn[e],,LCAT7e
3octdeccrn[e],,LCAT8e
3octdece1crn[e],,LCAT9e
3tdcrn[e],,LCYSTAT
c51crn[e],,LCYSTCBOXL
ivcrn[e],,LDH_D
tetdec2crn[e],,LDH_L
tetdece1crn[e],,LDH_Lm
dece3coa[x],,LEUALAARGt
dec47dicoa[m],,LEUASNASPt
dectricoa[m],,LEUASPLYSt
dec47dicoa[x],,LEUATB0tc
dectricoa[x],,LEUB0AT3tc
2decdicoa[m],,LEUGLYPEPT1tc
octe5coa[m],,LEUKABCtc
2decdicoa[x],,LEUKTRA4t
octe5coa[x],,LEUKTRB4t
3decdicoa[m],,LEUKTRC4t
3decdicoa[x],,LEUKTRE4t
sebcoa[x],,LEUKTRF4t
sbcoa[x],,LEULEULAPc
tmuncoa[x],,LEULEUPEPT1tc
undcoa[m],,LEULEUTRPt
noncoa[m],,LEUPHELAT2tc
dd5ecoa[m],,LEUPROARGt
dd3coa[x],,LEUPROt
2ddecdicoa[m],,LEUSERTRPt
3ddecdicoa[m],,LEUt4
3ddecdicoa[x],,LEUTA
2ddecdicoa[x],,LEUTAm
2dodtricoa[m],,LEUtec
2dodtricoa[x],,LEUTRPARGt
3dodtricoa[m],,LEUTRPt
3dodtricoa[x],,LEUTYRTYRt
c12dc[x],,LEUVALt
tmtrdcoa[x],,LEUyLAThtc
tridcoa[m],,LFORKYNHYD
tetd7ecoa[m],,LGNCCOAtcx_1
tetde5coa[x],,LGNCFATPtc
tetdecdicoa[m],,LGNCt
tetdecdicoa[x],,LGTHL
ttetddcoa[m],,LINOFATPtc
5tedtricoa[m],,LIPOti_1
5tedtricoa[x],,LKYNRtr
c14dccoa[x],,LKYNRtr2
hexde7coa[x],,LKYNRtr3
3hdeccoa[m],,L_LACDcm
hexddcoa[m],,L_LACt2r
thexddcoa[m],,L_LACt4r
2hexdtricoa[x],,L_LACtcm
hexdtrcoa[m],,L_LACtm
4hexdtricoa[m],,LNELDCCPT1
hexdectecoa[m],,LNELDCCPT2
4hexdtricoa[x],,LNELDCCRNt
hexdectecoa[x],,LNELDCCRNte
2hexdtricoa[m],,LNLCCPT1
3hexdtricoa[m],,LNLCCPT2
3hexdtricoa[x],,LNLCCRNt
2hexdtetcoa[m],,LNLCt
2hexdtetcoa[x],,LNLNCACPT1
4hexdtetcoa[m],,LNLNCACPT2
hexdpencoa[m],,LNLNCACRNt
4hexdtetcoa[x],,LNLNCAt
hexdpencoa[x],,LNLNCGCPT1
3hexdtetcoa[m],,LNLNCGCPT2
3hexdtetcoa[x],,LNLNCGCRNt
3hexdcoa[m],,LNLNCGt
hexdicoa[x],,LNS14DM
hexdiac[r],,LNS14DMr
hexdicoa[r],,LNSTLS
whhdca[r],,LNSTLSr
ocde9ecoa[x],,LPASE
octdececoa[m],,LPCOXp
3octdece1coa[m],,LPS
3ocddcoa[m],,LPS2
2octdectecoa[m],,LPS2e
2octdectecoa[x],,LPS3
3octdectecoa[m],,LPS3e
3octdectecoa[x],,LPS4e
2octpencoa[m],,LPS5e
3octpencoa[m],,LPS6e
3hodcoa[m],,LPS7e
ei11ecoa[x],,LRAT
eitetcoa[m],,LST4EXPhr
eitetcoa[x],,LSTN1GLUChr
eipencoa[x],,LSTNM1hr
5eipencoa[m],,LSTNM2hr
2docopencoa[m],,LSTNM5hr
2docopencoa[x],,LSTNM7hr
docohexcoa[m],,LSTNtu
docohexcoa[x],,LSTO1r
3docopencoa[m],,LSTO2r
3docopencoa[x],,LTA4H
2docohexecoa[m],,LTC4Sr
docohepcoa[m],,LTDCL
docosahexcoa[m],,LTHSTRLOR
omhdocosac[r],,LVSTACIDhep
succoa[c],,LVSTACIDtu
pentcoa[m],,LVSTACOXD6Hhep
glutcoa[c],,LVSTACOXD6MEhep
3ivcoa[m],,LVSTOXD3Hhep
3ivcoa[c],,LVSTOXD6Hhep
3ivcrn[c],,LVSTOXD6METhep
hx2coa[x],,LVSTPGPtu
hexe3coa[m],,LYSARGLEUt
hexe3coa[x],,LYSATB0tc
succoa[x],,LYSCYSHISt
hepcoa[m],,LYSGLNPHEt
omhdecacid[r],,LYSGLUGLUt
hexdiac[c],,LYSLYSLYSt
omhdocosac[c],,LYSPHEILEt
omhdecacid[c],,LYSt4
sebacid[c],,LYSt5r
tdec4ecoa[m],,LYStm
ctdecdcoa[m],,LYSTRPARGt
tddedi2coa[m],,LYSTYRILEt
tddedicoa[m],,LYSVALPHEt
ocdececrn[c],,LYSVALTRPt
ocdececrn[m],,M4BTAer
octdececrn[c],,M4CET3er
octdececrn[m],,MACACI
octdececoa[c],,MACOXO
subeac[x],,MAGLINL_HSe
sebacid[x],,MAGOLE_HSe
subeac[c],,MALICITtm
c8dc[x],,MALSO3tm
ttdcrn[e],,MALSO4tm
4hpro_LT[e],,MALT
alaala[c],,MALTe
alaala[e],,MALTly
bglc[e],,MALtm
glgchlo[e],,MALTSULtm
gltcho[e],,MALTt1r
tdechola[e],,MAN1PT
gltdechol[e],,MAN1PT2
carn[e],,MAN6PI
glygly[c],,MANt1r
glygly[e],,MANt4
glyphe[e],,MAOLNOR
glyphe[c],,MAOX
glypro[e],,MCCCrm
glypro[c],,MCD
glysar[c],,MCDm
glysar[e],,MCDp
dchac[e],,MCLORi
gum[e],,MCPST
gumdchac[e],,MDH
gumgchol[e],,MDHm
gumtchol[e],,MDZtu
5HPET[r],,ME1m
leugly[e],,ME2
leugly[c],,ME2m
leuleu[c],,MECOALm
leuleu[e],,MECOAS1m
pect[e],,MELATN23DOX
pectindchac[e],,MELATNOX
pectingchol[e],,MERACMPtep
pectintchol[e],,MERACMPthc
progly[e],,METARGLEUt
progly[c],,METASNTYRt
psyl[e],,METAT
psylchol[e],,METATB0tc
psyltchol[e],,METB0AT3tc
psyltdechol[e],,METGLNTYRt
sbt__D[e],,METGLYARGt
thm[e],,METHISLYSt
avite1[c],,METLEUex
1a25dhvitd3[c],,METMETILEt
1a25dhvitd3[n],,METOX
4abut[n],,METPHEARGt
oh1[c],,METS
oh1[e],,METt4
cysam[e],,METtec
hyptaur[e],,METTRPPHEt
q10[e],,METyLATthc
dhap[m],,MEVK1
dpcoa[e],,MEVK1x
pan4p[e],,MGCHrm
5dpmev[c],,MHGLZhr
slfcys[e],,MHISOR
fmn[e],,MHISTAte
ptth[e],,MI1345PP
q10h2[e],,MI134PP
fe3[c],,MI145PK
6pgl[c],,MI145PP
glu5sa[c],,MI14PP
dmpp[c],,MI1PP
mal__L[x],,MI1PS
5pmev[c],,MI34PP
1pyr5c[c],,MI3PP
pheme[e],,MI3PS
slfcys[c],,MI4PP
34hpp[e],,MITKP
3mob[e],,MLTG1
3mop[e],,MLTG1e
4mop[e],,MLTG1ly
5mta[e],,MLTHFte
5oxpro[e],,MLTHFte1
ahcys[e],,MLTHFte2
aicar[e],,MLTHFte3
anth[e],,MMAt2e
cbasp[e],,MMAte
mal__L[e],,MMCDm
idour[e],,MMEm
5hoxindoa[e],,MMMm
glyald[e],,MMSAD1m
pep[e],,MMSAD3m
gudac[e],,MOGAT
Lkynr[e],,MTAP
cala[e],,MTHFC
crtn[e],,MTHFCm
kynate[e],,MTHFD
3hanthrn[e],,MTHFD2i
hLkynr[e],,MTHFD2m
quln[e],,MTHFDm
2pg[e],,MTHFR2
cholp[e],,MTHFR3
cyst__L[e],,N3Tg
cyst__L[c],,N8ASPMDte
dcmp[e],,NABTNO
dmgly[e],,NACASPAH
ethamp[e],,NACHEX10ly
fum[e],,NACHEX11ly
g3pc[e],,NACHEX12ly
icit[e],,NACHEX13ly
L2aadp[e],,NACHEX14ly
xan[e],,NACHEX15ly
xmp[e],,NACHEX16ly
xtsn[e],,NACHEX17ly
3pg[e],,NACHEX18ly
udpglcur[e],,NACHEX19ly
glyc3p[e],,NACHEX1ly
nicrnt[e],,NACHEX20ly
orot5p[e],,NACHEX21ly
hcys__L[e],,NACHEX22ly
retinal[e],,NACHEX23ly
argsuc[e],,NACHEX24ly
acrn[e],,NACHEX25ly
pcrn[e],,NACHEX26ly
lneldccrn[e],,NACHEX27ly
odecrn[e],,NACHEX2ly
stcrn[e],,NACHEX3ly
pmtcrn[e],,NACHEX4ly
hdcecrn[e],,NACHEX5ly
pcreat[e],,NACHEX6ly
HC00342[e],,NACHEX7ly
bgly[e],,NACHEX8ly
15kprostgf2[c],,NACHEX9ly
adpoh[c],,NACHEXA10ly
phlac[c],,NACHEXA11ly
and19one[c],,NACHEXA12ly
ttdceacoa[c],,NACHEXA13ly
21hprgnlone[c],,NACHEXA14ly
3mhis[c],,NACHEXA15ly
hmcr[c],,NACHEXA16ly
phacgly[c],,NACHEXA17ly
pcholmyr_hs[e],,NACHEXA18ly
pcholole_hs[e],,NACHEXA19ly
peole_hs[e],,NACHEXA1ly
pcholpalme_hs[e],,NACHEXA20ly
pcholpalm_hs[e],,NACHEXA21ly
pepalm_hs[e],,NACHEXA22ly
pail_hs[e],,NACHEXA2ly
pailpalm_hs[e],,NACHEXA3ly
pcholste_hs[e],,NACHEXA4ly
peste_hs[e],,NACHEXA5ly
pailste_hs[e],,NACHEXA6ly
pchol2linl_hs[e],,NACHEXA7ly
pe2linl_hs[e],,NACHEXA8ly
pchol2ole_hs[e],,NACHEXA9ly
pchol2palm_hs[e],,NACHORCTL3le
pchol2ste_hs[e],,NACSMCTte
xolest183_hs[e],,NADDP
xolest181_hs[e],,NADH2_u10mi
xolest204_hs[e],,NADK
pcholn15_hs[e],,NADNe
pcholar_hs[e],,NADPNe
pcholn183_hs[e],,NADPPPS
pcholn1836_hs[e],,NADPQNOXR
pcholn19_hs[e],,NADQNOXR
pcholn201_hs[e],,NADS1
pcholn204_hs[e],,NADS1n
pcholn205_hs[e],,NADS2
pcholn224_hs[e],,NAGA2ly
pcholn225_hs[e],,NAGAly
pcholn2254_hs[e],,NAHCO3_HCLt
pcholn226_hs[e],,NAIt
pear_hs[e],,NaKt_1
pe203_hs[e],,NAPRT
pe226_hs[e],,NAt
pe224_hs[e],,NAt3_1
pedh203_hs[e],,NAt3_1g
pe12_hs[e],,NAt5
pe14_hs[e],,NBAHH_ir
pe161_hs[e],,NCCt
pe13_hs[e],,NCKt
pe15_hs[e],,NCNt
pe17_hs[e],,NDERSVhc
pcholn203_hs[e],,NDERSVteb
pailar_hs[e],,NDP1
pcholn24_hs[e],,NDP10ex
pcholn261_hs[e],,NDP3ex
pcholn281_hs[e],,NDP6
pcholn28_hs[e],,NDP7er
pcholdoc_hs[e],,NDP7ex
pcholeic_hs[e],,NDP7g
pcholet_hs[e],,NDP8
pcholhep_hs[e],,NDP8ex
pchollinl_hs[e],,NDPK1
pelinl_hs[e],,NDPK10
sphmyln18114_hs[c],,NDPK10n
sphmyln18121_hs[c],,NDPK1m
sphmyln181221_hs[c],,NDPK1n
sphmyln18122_hs[c],,NDPK2
sphmyln18123_hs[c],,NDPK2n
sphmyln180241_hs[c],,NDPK3
sphmyln1824_hs[c],,NDPK3m
sphmyln1825_hs[c],,NDPK3n
sphmyln18115_hs[c],,NDPK4
sphmyln181161_hs[c],,NDPK4m
sphmyln18116_hs[c],,NDPK4n
sphmyln18117_hs[c],,NDPK5
sphmyln18118_hs[c],,NDPK5m
sphmyln181181_hs[c],,NDPK5n
sphmyln181201_hs[c],,NDPK6
sphmyln18120_hs[c],,NDPK6m
xolest183_hs[l],,NDPK6n
xolest182_hs[l],,NDPK7
xolest205_hs[l],,NDPK7m
tmndnc[l],,NDPK7n
xolest226_hs[l],,NDPK8
crvnc[l],,NDPK8m
maglinl_hs[e],,NDPK8n
magole_hs[e],,NDPK9
magpalm_hs[e],,NDPK9n
magste_hs[e],,NEU11l
magarachi_hs[e],,NEU21
pcholmyr_hs[c],,NEU22
pcholole_hs[c],,NEU23
peole_hs[c],,NEU24
pcholpalme_hs[c],,NEU25
pcholpalm_hs[c],,NEU31e
pepalm_hs[c],,NEU32e
pailpalm_hs[c],,NEU33e
pcholste_hs[c],,NEU34e
pchol2linl_hs[c],,NEU35e
pe2linl_hs[c],,NEU36e
pchol2ole_hs[c],,NEU37e
pchol2palm_hs[c],,NEU38n
pchol2ste_hs[c],,NEU39e
pcholn15_hs[c],,NFDACOXDhc
pcholar_hs[c],,NH4t3r
pcholn183_hs[c],,NKCC2t
pcholn1836_hs[c],,NKCCt
pcholn19_hs[c],,NMNAT
pcholn201_hs[c],,NMNATm
pcholn204_hs[c],,NMNATn
pcholn205_hs[c],,NMNS
pcholn224_hs[c],,NNATn
pcholn225_hs[c],,NNATr
pcholn2254_hs[c],,NNDPR
pcholn226_hs[c],,NNMT
pear_hs[c],,NORANMT
pe203_hs[c],,NOS1
pe226_hs[c],,NOS2
pe224_hs[c],,NOS2_2
pedh203_hs[c],,NP1
pe12_hs[c],,NRPPHRSULT
pe14_hs[c],,NRPPHRt4_2_r
pe161_hs[c],,NRPPHRtu
pe13_hs[c],,NRPPHRVESSEC_1
pe15_hs[c],,NRVNCABCt
pe17_hs[c],,NRVNCCOAtxc
pcholn203_hs[c],,NS26T2g
pailar_hs[c],,NS26Tg
pcholn24_hs[c],,NT5C
pcholn261_hs[c],,NTD1
pcholn281_hs[c],,NTD10
pcholn28_hs[c],,NTD11
pcholdoc_hs[c],,NTD12
pcholeic_hs[c],,NTD1m
pcholet_hs[c],,NTD2
pcholhep_hs[c],,NTD2e
pchollinl_hs[c],,NTD2l
pelinl_hs[c],,NTD3
eidi1114ac[c],,NTD4
hxa[c],,NTD4e
tetdeca511ac[c],,NTD4l
glyc2p[c],,NTD5
aclys[c],,NTD5l
hmcarn[c],,NTD5m
4mtob[c],,NTD6
3mtp[c],,NTD7
3mtp[e],,NTD7e
elaidcrn[e],,NTD7l
lnlccrn[e],,NTD8
phlac[e],,NTD9
15HPET[e],,NTD9e
15kprostgf2[e],,NTD9l
21hprgnlone[e],,NTP3e
2oxoadp[e],,NTPP10
34hpl[c],,NTPP2
34hpl[e],,NTPP9
3hmp[c],,O16G1e
3hmp[e],,O16G2e
3hpppnohgluc[c],,OBDHm
3hpppnohgluc[e],,OCBTm
3hpppn[c],,OCD11COACPT1_1
3hpppnoh[c],,OCD11CRNCACT
3hpp[c],,OCD11CRNCPT2_1
3hpp[e],,OCDCAt
3mhis[e],,OCDCEAt
3moxtyr[e],,OCDEAFABP1tc
3uib[e],,OCOAT1m
4aabutn[e],,OCT11EFATP_1
4tmeabutn[e],,OCTDEC2ACBP
56dthm[e],,OCTDECCACT
56dura[e],,OCTDECCPT1
5aop[e],,OCTDECCPT2
5HPET[e],,ODECRNte
7dhchsterol[e],,OIVD1m
abt__D[e],,OIVD2m
abt__D[c],,OIVD3m
acglu[c],,OLEETH
acglu[e],,OLEICFATPtc
acgly[m],,OMPDC
acgly[c],,OPAH
acgly[e],,ORNALArBATtc
aclys[e],,ORNDC
aclys[m],,ORNLEUrBATtc
acorn[e],,ORNt
acthr__L[m],,ORNt3m
acthr__L[c],,ORNt4m
acthr__L[e],,ORNTArm
adpac[e],,OROTGLUt
adpoh[e],,ORPT
alltn[e],,OXAHCOtex
amet[e],,OXYPthc
and19one[e],,P45011A1m
aracheth[e],,P45011B11m
pa_hs[e],,P45011B12m
biliverd[e],,P45011B21m
C02356[e],,P45017A1r
C02712[e],,P45017A2r
C04717[e],,P45017A3r
C04805[e],,P45017A4r
C05957[e],,P45019A1r
C06314[e],,P45019A2r
C06315[e],,P4501B1r
C11695[e],,P45021A1r
C14768[e],,P45021A2r
C14769[e],,P45027A11m
C14770[e],,P45027A12m
C14771[e],,P45027A13m
C14825[e],,P45027A14m
C14826[e],,P45027A15m
CE0955[c],,P45027A16m
CE0955[e],,P45027A1m
CE1243[e],,P4502A6
CE1273[c],,P4502C18
CE1273[e],,P4502C19
CE1297[c],,P4502C8
CE1297[e],,P4502C9
CE1556[e],,P4502C92
CE2028[e],,P4502C93
CE2176[e],,P4502C94
CE2445[e],,P4502D6
CE2510[e],,P4502E1
CE2537[e],,P4502F1
eidi1114ac[e],,P45039A1r
CE5304[e],,P4503A4
CE6031[e],,P4503A5
CE6247[c],,P4503A7r
CE6247[e],,P45046A1r
CE7082[e],,P4504B1r
CE7083[e],,P4504F121r
CE7172[e],,P4504F122r
cortsn[c],,P4504F123r
cortsn[e],,P4504F81r
didecaeth[e],,P4507A1r
diholineth[e],,P4507B11r
docohxeth[e],,P4507B12r
docteteth[e],,P4508B11r
dodecanac[e],,P4508B13r
forglu[e],,P5CDm
HC00900[e],,P5CR
hepdeceth[e],,P5CRm
hexdeceeth[e],,P5CRxm
hexdiac[e],,PAFABCt
hgentis[e],,PAFH
hmcarn[e],,PAFHe
hmcr[e],,PAILAR_HSPLA2
hxcoa[e],,PAILPALM_HSPLA2
leuktrB4wcooh[e],,PALFATPtc
leuktrB4woh[e],,PAPStg
lineth[e],,PCFLOPm
Lpipecol[e],,PCHLN225_HSABCt
lthstrl[e],,PCHOL2LINL_HSABCt
mev__R[e],,PCHOL2LINL_HSPLA2
mi1p__D[e],,PCHOL2OLE_HSABCt
Nacasp[e],,PCHOL2OLE_HSPLA2
nwharg[e],,PCHOL2PALM_HSPLA2
oleth[e],,PCHOL2STE_HSABCt
pcollg5hlys[e],,PCHOL2STE_HSPLA2
pendecaeth[e],,PCHOLAR_HSABCt
pmeth[e],,PCHOLAR_HSPLA2
saccrp__L[e],,PCHOLDEIC_HSPLA2
sebacid[e],,PCHOLDET_HSPLA2
sphmyln180241_hs[e],,PCHOLDOC_HSABCt
sphmyln18114_hs[e],,PCHOLDOC_HSPLA2
sphmyln18115_hs[e],,PCHOLEIC_HSABCt
sphmyln18116_hs[e],,PCHOLET_HSABCt
sphmyln181161_hs[e],,PCHOLHEP_HSABCt
sphmyln18117_hs[e],,PCHOLHEP_HSPLA2
sphmyln18118_hs[e],,PCHOLLINL_HSABCt
sphmyln181181_hs[e],,PCHOLLINL_HSPLA2
sphmyln18120_hs[e],,PCHOLMYR_HsABCt
sphmyln181201_hs[e],,PCHOLMYR_HSPLA2
sphmyln18121_hs[e],,PCHOLN15_HSABCt
sphmyln18122_hs[e],,PCHOLN15_HSPLA2
sphmyln181221_hs[e],,PCHOLN1836_HSABCt
sphmyln18123_hs[e],,PCHOLN1836_HSPLA2
sphmyln1824_hs[e],,PCHOLN183_HSABCt
sphmyln1825_hs[e],,PCHOLN183_HSPLA2
steeth[e],,PCHOLN19_HSABCt
subeac[e],,PCHOLN19_HSPLA2
tetdeca511ac[e],,PCHOLN201_HSABCt
tetdecaeth[e],,PCHOLN201_HSPLA2
thrnt[e],,PCHOLN203_HSABCt
tmlys[e],,PCHOLN203_HSPLA2
trideceth[e],,PCHOLN204_HSABCt
txb2[e],,PCHOLN204_HSPLA2
urcan[e],,PCHOLN205_HSABCt
xolest182_hs[e],,PCHOLN205_HSPLA2
xolest205_hs[e],,PCHOLN224_HSABCt
xolest226_hs[e],,PCHOLN224_HSPLA2
galt[e],,PCHOLN2254_HSABCt
glyc__R[e],,PCHOLN2254_HSPLA2
glyc2p[e],,PCHOLN225_HSABCt
glyclt[e],,PCHOLN225_HSPLA2
HC00319[e],,PCHOLN226_HSPLA2
3hpppn[e],,PCHOLN24_HSPLA2
hxa[m],,PCHOLN261_HSPLA2
hxa[x],,PCHOLN264_HSABCt
ind3ac[e],,PCHOLN281_HSPLA2
Lcyst[e],,PCHOLN28_HSPLA2
leuktrB4woh[c],,PCHOLOLE_HSABCt
Lpipecol[c],,PCHOLOLE_HSPLA2
oaa[e],,PCHOLPALME_HSABCt
pac[e],,PCHOLPALME_HSPLA2
pcollg5hlys[c],,PCHOLPALM_HSPLA2
pser__L[c],,PCHOLPg_hs
pser__L[e],,PCHOLP_hs
saccrp__L[c],,PCHOLPm_hs
ttdcea[c],,PCHOLPr_hs
ttdcea[e],,PCHOLSTE_HSABCt
txb2[c],,PCHOLSTE_HSPLA2
urcan[c],,PCLAD
acile__L[m],,PCm
acile__L[c],,PCRNte
acile__L[e],,PCRNtm
acleu__L[m],,PCSF
acleu__L[c],,PCt
acleu__L[e],,PDE1
achom__L[m],,PDE1g
achom__L[c],,PDE4
achom__L[e],,PDE4g
phacgly[e],,PDHm
estriol[e],,PDX5POi
ddca[e],,PDXPP
hom__L[m],,PE12_HSABCt
urscholcoa[c],,Pe13_HSABCt
7klitchol[c],,PE14_HSABCt
bz[m],,PE15_HSABCt
bzcoa[m],,PE161_HSABCt
bgly[m],,PE17_HSABCt
phaccoa[m],,PE203_HSABCt
pheacgly[m],,PE203_HSPLA2
pheacgly[c],,PE224_HSPLA2
pheacgly[e],,PE226_HSABCt
pcresol[c],,PE226_HSPLA2
pcs[c],,PE2LINL_HSABCt
pcresol[e],,PE2LINL_HSPLA2
pcs[e],,PEAMNO
normete__L[e],,PEAR_HSABCt
C05300[e],,PEAR_HSPLA2
dhbpt[e],,PEDH12_HSPLA2
thbpt[e],,PEDH13_HSPLA2
